index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
9179,FF,2009-06-08,91.3,,,Randy Johnson,136500,116615,,foul,,,,,14,,R,R,L,FLA,SF,S,,,2,2,2009,0.9740091666666668,1.4352466666666668,1.007,2.533,,,458085.0,0,1,Bot,,,,,,,090608_192244,-5.385,-132.679,-6.927,14.178,27.704,-16.699,3.46,1.69,,,,,,,245058,116615,,,,,,,,,,,,,,,,,5,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9183,FF,2009-04-08,91.3,,,Randy Johnson,460075,116615,,foul,,,,,3,,R,R,L,SF,MIL,S,,,0,2,2009,1.30453,1.58288,0.279,4.255,,,,1,4,Top,,,,,,,090408_202016,-7.977,-132.682,-2.337,18.266,29.962,-15.003,4.17,1.67,,,,,,,244222,116615,,,,,,,,,,,,,,,,,24,3,4-Seam Fastball,1,1,1,1,1,1,1,1,,
9187,FT,2009-06-13,91.3,,,Randy Johnson,400091,116615,,called_strike,,,,,1,,R,L,L,SF,OAK,S,,,0,0,2009,1.3174725,1.2395966666666665,-0.812,3.143,,,150456.0,2,3,Top,,,,,,,090613_195408,-10.858,-132.462,-4.155,18.344,30.227,-19.308,3.56,1.76,,,,,,,245130,116615,,,,,,,,,,,,,,,,,21,1,2-Seam Fastball,2,1,1,2,1,2,1,2,,
9189,FT,2009-05-01,91.3,,,Randy Johnson,455104,116615,,swinging_strike,,,,,6,,R,R,L,SF,COL,S,,,1,0,2009,1.311905833333333,1.64781,0.808,2.492,,,,0,3,Top,,,,,,,090501_195544,-7.953,-132.644,-6.47,18.228,31.683,-14.328,3.5,1.6,,,,,,,244530,116615,,,,,,,,,,,,,,,,,16,2,2-Seam Fastball,1,0,0,1,0,1,0,1,,
9193,FT,2009-05-01,91.3,,,Randy Johnson,425548,116615,,foul,,,,,3,,R,R,L,SF,COL,S,,,2,0,2009,1.3247091666666668,1.5911933333333332,0.625,2.825,,,,0,2,Top,,,,,,,090501_193739,-8.104,-132.544,-5.639,18.52,29.389,-14.903,3.23,1.58,,,,,,,244530,116615,,,,,,,,,,,,,,,,,8,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
9197,FF,2009-06-19,91.3,,,Randy Johnson,408213,116615,,foul,,,,,1,,R,L,L,SF,TEX,S,,,3,0,2009,1.2314675,1.467496666666667,-0.343,2.952,,116662.0,443558.0,1,6,Top,,,,,,,090619_210614,-9.487,-132.5,-4.658,17.339,29.124,-16.428,3.13,1.37,,,,,,,245208,116615,,,,,,,,,,,,,,,,,45,4,4-Seam Fastball,3,2,2,3,2,3,2,3,,
9205,FT,2009-04-13,91.3,,,Randy Johnson,425766,116615,,called_strike,,,,,5,,R,L,L,LAD,SF,S,,,1,1,2009,1.3230391666666668,1.2400266666666664,-0.02,2.507,,120903.0,,2,3,Bot,,,,,,,090413_141028,-8.851,-132.633,-5.457,18.44,30.624,-19.284,3.374,1.585,,,,,,,244297,116615,,,,,,,,,,,,,,,,,25,3,2-Seam Fastball,1,0,1,0,0,1,1,0,,
9225,FT,2009-05-11,91.3,,,Randy Johnson,276055,116615,,called_strike,,,,,1,,R,L,L,SF,WSH,S,,,0,0,2009,1.3188641666666667,1.2897633333333332,-0.658,3.351,,,,0,6,Top,,,,,,,090511_210438,-9.285,-132.613,-3.964,17.981,36.327,-18.969,3.375,1.5,,,,,,,244676,116615,,,,,,,,,,,,,,,,,53,1,2-Seam Fastball,8,3,3,8,3,8,3,8,,
9244,FF,2009-09-19,91.3,,,Randy Johnson,444843,116615,,ball,,,,,9,,R,L,L,LAD,SF,B,,,0,0,2009,0.7105666666666666,2.3801,0.666,2.229,,279577.0,,0,6,Bot,,,,,,,090919_151839,-6.028,-132.461,-9.591,10.538,33.076,-5.566,3.6,1.85,,,,,,,246414,116615,,,,,,,,,,,,,,,,,53,1,4-Seam Fastball,9,1,9,1,1,9,9,1,,
9245,FF,2009-05-16,91.3,,,Randy Johnson,123107,116615,,foul,,,,,6,,R,R,L,SF,NYM,S,,,0,1,2009,1.099259166666667,1.51795,0.702,2.559,,122111.0,,1,1,Top,,,,,,,090516_132618,-6.748,-132.677,-6.953,15.908,25.62,-15.539,3.38,1.5,,,,,,,244746,116615,,,,,,,,,,,,,,,,,6,2,4-Seam Fastball,0,3,3,0,3,0,3,0,,
9247,FF,2009-05-16,91.3,,,Randy Johnson,136860,116615,,swinging_strike,,,,,12,,R,R,L,SF,NYM,S,,,0,0,2009,1.07407,1.29951,0.794,3.648,133321.0,,,0,5,Top,,,,,,,090516_143457,-6.118,-132.781,-3.777,15.419,28.905,-18.429,3.44,1.66,,,,,,,244746,116615,,,,,,,,,,,,,,,,,39,1,4-Seam Fastball,3,3,3,3,3,3,3,3,,
9255,FF,2009-05-16,91.3,,,Randy Johnson,135783,116615,,foul_tip,,,,,2,,R,R,L,SF,NYM,S,,,0,0,2009,1.2357816666666668,1.197743333333333,0.096,3.219,,122111.0,,2,1,Top,,,,,,,090516_132842,-8.732,-132.573,-4.272,17.49,27.987,-19.694,3.31,1.6,,,,,,,244746,116615,,,,,,,,,,,,,,,,,7,1,4-Seam Fastball,0,3,3,0,3,0,3,0,,
9259,FF,2009-05-27,91.3,,,Randy Johnson,499877,116615,,foul,,,,,12,,R,R,L,SF,ATL,S,,,2,2,2009,1.0524991666666668,1.3866566666666669,1.018,3.306,,,,2,3,Top,,,,,,,090527_200242,-5.852,-132.778,-3.991,15.065,30.247,-17.421,3.38,1.5,,,,,,,244891,116615,,,,,,,,,,,,,,,,,18,6,4-Seam Fastball,1,0,0,1,0,1,0,1,,
9260,FT,2009-05-06,91.3,,,Randy Johnson,453064,116615,grounded_into_double_play,hit_into_play,,,,,13,"Troy Tulowitzki grounds into double play, shortstop Edgar Renteria to second baseman Emmanuel Burriss to first baseman Travis Ishikawa.    Dexter Fowler out at 2nd.",R,R,L,COL,SF,X,6.0,ground_ball,1,1,2009,1.281985,1.18212,-0.684,1.476,,434622.0,451594.0,1,5,Bot,114.46,152.61,,,,,090506_195040,-10.491,-132.281,-7.909,18.262,24.048,-19.768,3.42,1.65,,,,,,,244608,116615,,,,,,,,,,,,0.0,,0.0,0.0,,37,3,2-Seam Fastball,3,0,3,0,0,3,3,0,,
9265,FT,2009-05-22,91.3,,,Randy Johnson,492706,116615,,called_strike,,,,,12,,R,R,L,SEA,SF,S,,,0,1,2009,1.3864991666666668,0.73621,0.885,2.558,,,137140.0,1,4,Bot,,,,,,,090522_201612,-7.017,-132.77,-3.468,19.044,33.983,-25.563,3.1,1.51,,,,,,,244827,116615,,,,,,,,,,,,,,,,,29,2,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9270,FF,2009-06-19,91.3,,,Randy Johnson,116662,116615,strikeout,swinging_strike,,,,,1,Andruw Jones strikes out swinging.,R,R,L,SF,TEX,S,2.0,,1,2,2009,1.0650241666666669,1.1230666666666664,-0.377,3.264,435079.0,,,2,1,Top,,,,,,,090619_192735,-9.359,-132.598,-3.782,15.585,23.213,-20.413,3.38,1.5,,,,,,,245208,116615,,,,,,,,,,,,0.0,,0.0,0.0,,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9278,FF,2009-06-19,91.3,,,Randy Johnson,407781,116615,field_out,hit_into_play,,,,,1,Marlon Byrd pops out to first baseman Travis Ishikawa in foul territory.,R,R,L,SF,TEX,X,3.0,popup,2,2,2009,1.13085,1.5416,-0.638,2.923,408213.0,,,1,2,Top,140.56,197.79,,,,,090619_194503,-9.689,-132.567,-5.304,16.064,29.3,-15.505,3.12,1.45,,,,,,,245208,116615,,,,,,,,,,,,0.0,,0.0,0.0,,11,7,4-Seam Fastball,1,0,0,1,0,1,0,1,,
9308,FF,2009-04-08,91.3,,,Randy Johnson,407849,116615,,ball,,,,,12,,R,R,L,SF,MIL,B,,,0,2,2009,1.1744091666666667,1.18771,0.171,4.811,,,,2,2,Top,,,,,,,090408_195018,-7.84,-132.685,0.008,16.648,29.368,-19.86,3.26,1.52,,,,,,,244222,116615,,,,,,,,,,,,,,,,,11,3,4-Seam Fastball,0,1,1,0,1,0,1,0,,
9309,FF,2009-04-19,91.3,,,Randy Johnson,430965,116615,,ball,,,,,12,,R,R,L,SF,ARI,B,,,0,0,2009,1.2007116666666668,1.40228,0.993,3.299,,,,1,3,Top,,,,,,,090419_134130,-5.932,-132.798,-4.804,17.179,26.824,-17.031,3.43,1.62,,,,,,,244366,116615,,,,,,,,,,,,,,,,,16,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9316,FT,2009-06-04,91.2,,,Randy Johnson,276376,116615,,foul,,,,,3,,R,L,L,WSH,SF,S,,,1,2,2009,1.3124625,1.4425566666666667,0.564,2.98,,,,1,4,Bot,,,,,,,090604_180426,-7.353,-132.532,-4.793,18.263,30.806,-16.826,3.35,1.59,,,,,,,245006,116615,,,,,,,,,,,,,,,,,26,4,2-Seam Fastball,0,2,0,2,2,0,0,2,,
9322,FT,2009-06-04,91.2,,,Randy Johnson,471868,116615,,ball,,,,,13,,R,R,L,WSH,SF,B,,,0,1,2009,1.6186291666666668,1.4193366666666667,-1.574,2.042,,,,1,6,Bot,,,,,,,090604_183335,-13.313,-131.97,-6.635,21.998,30.001,-17.207,3.38,1.5,,,,,,,245006,116615,,,,,,,,,,,,,,,,,40,2,2-Seam Fastball,0,2,0,2,2,0,0,2,,
9340,FF,2009-06-30,91.2,,,Randy Johnson,136660,116615,,ball,,,,,11,,R,R,L,STL,SF,B,,,1,1,2009,1.0408091666666668,1.0876633333333332,-1.677,3.152,,,,0,4,Bot,,,,,,,090630_200640,-11.581,-132.236,-3.483,14.818,29.61,-21.192,3.38,1.5,,,,,,,245355,116615,,,,,,,,,,,,,,,,,29,3,4-Seam Fastball,0,2,0,2,2,0,0,2,,
9341,FF,2009-04-08,91.2,,,Randy Johnson,451596,116615,home_run,hit_into_play_score,,,,,2,Yovani Gallardo homers (1) on a fly ball to left field.   Bill Hall scores.    Jason Kendall scores.,R,R,L,SF,MIL,X,,fly_ball,1,2,2009,1.130710833333333,1.3664466666666668,-0.084,3.921,,407849.0,116974.0,2,5,Top,24.1,75.3,,,,,090408_204334,-8.963,-132.559,-2.856,16.098,28.687,-17.64,4.25,1.75,,,,,,,244222,116615,,,,,,,,,,,,2.0,,0.0,3.0,,35,4,4-Seam Fastball,1,1,1,1,1,1,1,1,,
9350,FF,2009-04-25,91.2,,,Randy Johnson,453286,116615,,called_strike,,,,,8,,R,R,L,ARI,SF,S,,,1,1,2009,1.0012858333333332,1.40228,0.237,2.524,,,,0,3,Bot,,,,,,,090425_175633,-7.563,-132.443,-6.058,14.429,28.478,-17.212,3.91,1.926,,,,,,,244451,116615,,,,,,,,,,,,,,,,,20,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9386,FT,2009-05-11,91.2,,,Randy Johnson,425545,116615,,ball,,,,,8,,R,R,L,SF,WSH,B,,,0,0,2009,1.2932575,0.8202033333333331,0.003,1.767,,,,1,4,Top,,,,,,,090511_201724,-9.221,-132.337,-6.458,18.27,26.289,-24.371,3.43,1.69,,,,,,,244676,116615,,,,,,,,,,,,,,,,,31,1,2-Seam Fastball,3,1,1,3,1,3,1,3,,
9408,FT,2009-05-06,91.2,,,Randy Johnson,444875,116615,,ball,,,,,7,,R,R,L,COL,SF,B,,,0,0,2009,1.3665983333333331,1.15546,-0.296,1.692,448676.0,115732.0,425548.0,0,6,Bot,,,,,,,090506_200407,-9.88,-132.279,-7.466,19.367,23.866,-20.095,3.23,1.5,,,,,,,244608,116615,,,,,,,,,,,,,,,,,44,1,2-Seam Fastball,3,0,3,0,0,3,3,0,,
9414,FT,2009-05-22,91.2,,,Randy Johnson,134181,116615,,foul,,,,,8,,R,R,L,SEA,SF,S,,,0,1,2009,1.217968333333333,1.69812,-0.106,1.768,,,,1,1,Bot,,,,,,,090522_192138,-7.777,-132.345,-8.272,16.738,35.003,-14.039,3.29,1.56,,,,,,,244827,116615,,,,,,,,,,,,,,,,,6,2,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9431,FT,2009-05-22,91.2,,,Randy Johnson,435358,116615,single,hit_into_play_no_out,,,,,12,Yuniesky Betancourt singles on a soft fly ball to right fielder Randy Winn.    Kenji Johjima to 3rd.    Jose Lopez to 2nd.,R,R,L,SEA,SF,X,,fly_ball,1,1,2009,1.3510116666666667,1.0085433333333331,1.32,2.441,,492706.0,430946.0,1,6,Bot,173.69,128.51,,,,,090522_210715,-6.118,-132.606,-4.336,18.814,30.26,-22.128,3.13,1.42,,,,,,,244827,116615,,,,,,,,,,,,0.9,,1.0,0.0,,46,3,2-Seam Fastball,1,1,1,1,1,1,1,1,,
9439,FT,2009-05-22,91.2,,,Randy Johnson,435358,116615,field_out,hit_into_play,,,,,12,Yuniesky Betancourt lines out to first baseman Rich Aurilia in foul territory.,R,R,L,SEA,SF,X,3.0,line_drive,0,0,2009,1.408905,0.7600033333333331,1.253,2.625,,,492706.0,2,2,Bot,159.64,176.71,,,,,090522_194225,-5.767,-132.579,-3.87,19.415,31.928,-25.24,3.13,1.42,,,,,,,244827,116615,,,,,,,,,,,,0.0,,0.0,0.0,,15,1,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9443,FF,2009-05-11,91.2,,,Randy Johnson,425545,116615,home_run,hit_into_play_score,,,,,1,Josh Willingham homers (5) on a fly ball to left field.,R,R,L,SF,WSH,X,,fly_ball,1,1,2009,1.1549258333333332,1.6406433333333332,-0.561,3.308,,,,0,2,Top,17.07,93.37,,,,,090511_193658,-10.019,-132.368,-5.224,16.446,27.222,-14.198,3.38,1.5,,,,,,,244676,116615,,,,,,,,,,,,2.0,,0.0,3.0,,9,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9449,FF,2009-05-27,91.2,,,Randy Johnson,457788,116615,field_out,hit_into_play,,,,,5,Jordan Schafer grounds out to first baseman Travis Ishikawa.,R,L,L,SF,ATL,X,3.0,ground_ball,0,0,2009,1.0192383333333332,1.2254066666666663,-0.237,2.343,,,,1,3,Top,149.6,166.67,,,,,090527_200039,-8.545,-132.43,-5.964,14.6,29.471,-19.452,3.38,1.5,,,,,,,244891,116615,,,,,,,,,,,,0.0,,0.0,0.0,,17,1,4-Seam Fastball,1,0,0,1,0,1,0,1,,
9466,FT,2009-06-04,91.1,,,Randy Johnson,276376,116615,double,hit_into_play_score,,,,,4,Nick Johnson doubles (8) on a line drive to left fielder Fred Lewis.    Alberto Gonzalez scores.,R,L,L,WSH,SF,X,,line_drive,2,2,2009,1.3778708333333332,1.3346266666666668,-0.64,2.697,,,471868.0,1,6,Bot,68.27,44.18,,,,,090604_183648,-10.345,-132.25,-4.968,19.301,26.666,-18.0,3.35,1.59,,,,,,,245006,116615,,,,,,,,,,,,1.25,,1.0,1.0,,41,5,2-Seam Fastball,0,2,0,2,2,0,0,2,,
9480,FF,2009-05-01,91.1,,,Randy Johnson,448676,116615,field_out,hit_into_play,,,,,6,Ryan Spilborghs flies out to right fielder Randy Winn in foul territory.,R,R,L,SF,COL,X,9.0,fly_ball,0,0,2009,1.2281275,1.5932,0.316,2.374,,,,1,7,Top,211.85,119.48,,,,,090501_210440,-7.899,-132.292,-7.027,17.262,28.717,-14.907,3.32,1.61,,,,,,,244530,116615,,,,,,,,,,,,0.0,,0.0,0.0,,47,1,4-Seam Fastball,2,0,0,2,0,2,0,2,,
9492,FT,2009-05-27,91.1,,,Randy Johnson,116706,116615,strikeout,swinging_strike,,,,,3,Chipper Jones strikes out swinging.,R,R,L,SF,ATL,S,2.0,,0,2,2009,1.4521858333333333,1.25608,0.595,3.6,452671.0,,,1,4,Top,,,,,,,090527_202510,-8.47,-132.442,-2.798,20.197,28.237,-19.01,3.67,1.7,,,,,,,244891,116615,,,,,,,,,,,,0.0,,0.0,0.0,,26,4,2-Seam Fastball,2,0,0,2,0,2,0,2,,
9542,FT,2009-05-22,91.1,,,Randy Johnson,430946,116615,,called_strike,,,,,12,,R,R,L,SEA,SF,S,,,0,0,2009,1.502425,0.74395,1.149,2.886,,,492706.0,1,2,Bot,,,,,,,090522_194006,-6.187,-132.437,-3.197,20.393,33.857,-25.502,3.23,1.54,,,,,,,244827,116615,,,,,,,,,,,,,,,,,14,1,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9560,FF,2009-06-08,91.1,,,Randy Johnson,408305,116615,,called_strike,,,,,13,,R,R,L,FLA,SF,S,,,0,1,2009,1.059875,1.3452333333333333,-0.901,2.217,,458085.0,,2,1,Bot,,,,,,,090608_192550,-9.684,-132.133,-7.245,15.01,29.984,-18.073,3.4,1.69,,,,,,,245058,116615,,,,,,,,,,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9564,FF,2009-05-27,91.1,,,Randy Johnson,425796,116615,,ball,,,,,13,,R,R,L,SF,ATL,B,,,0,1,2009,1.190135,1.3438,-1.867,2.063,,,,2,2,Top,,,,,,,090527_193921,-13.086,-131.923,-6.628,16.58,30.213,-18.153,3.655,1.775,,,,,,,244891,116615,,,,,,,,,,,,,,,,,10,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9586,FT,2009-04-13,91.1,,,Randy Johnson,444843,116615,,called_strike,,,,,2,,R,L,L,LAD,SF,S,,,2,0,2009,1.373835,1.813073333333333,-0.051,3.173,,,,1,2,Bot,,,,,,,090413_134631,-9.149,-132.249,-5.12,18.675,34.566,-12.651,3.496,1.702,,,,,,,244297,116615,,,,,,,,,,,,,,,,,14,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
9587,FF,2009-05-16,91.1,,,Randy Johnson,133321,116615,,ball,,,,,12,,R,L,L,SF,NYM,B,,,0,0,2009,0.82691,1.4567466666666669,1.073,3.023,,,,0,3,Top,,,,,,,090516_135838,-5.299,-132.52,-5.474,12.08,31.496,-16.696,3.49,1.72,,,,,,,244746,116615,,,,,,,,,,,,,,,,,19,1,4-Seam Fastball,0,3,3,0,3,0,3,0,,
9589,FT,2009-07-05,91.1,,,Randy Johnson,430565,116615,,foul,,,,,1,,R,R,L,SF,HOU,S,,,1,2,2009,1.387195,1.241173333333333,-0.335,3.346,433898.0,,400061.0,0,3,Top,,,,,,,090705_134113,-9.794,-132.306,-3.636,19.35,27.874,-19.207,3.38,1.5,,,,,,,245416,116615,,,,,,,,,,,,,,,,,17,4,2-Seam Fastball,0,1,1,0,1,0,1,0,,
9604,FF,2009-04-08,91.1,,,Randy Johnson,451596,116615,,ball,,,,,12,,R,R,L,SF,MIL,B,,,0,1,2009,0.7424358333333332,2.136576666666667,1.706,3.114,,,,1,3,Top,,,,,,,090408_200555,-3.045,-132.454,-6.91,11.018,31.115,-8.355,3.71,1.659,,,,,,,244222,116615,,,,,,,,,,,,,,,,,18,2,4-Seam Fastball,1,1,1,1,1,1,1,1,,
9617,FF,2009-06-04,91.0,,,Randy Johnson,400290,116615,,ball,,,,,13,,R,R,L,WSH,SF,B,,,2,0,2009,1.23272,1.5623833333333332,-0.965,2.412,,,452668.0,0,5,Bot,,,,,,,090604_182034,-11.357,-131.831,-6.289,17.176,28.883,-15.428,3.75,1.905,,,,,,,245006,116615,,,,,,,,,,,,,,,,,33,3,4-Seam Fastball,0,2,0,2,2,0,0,2,,
9634,FF,2009-06-13,91.0,,,Randy Johnson,150456,116615,field_out,hit_into_play,,,,,4,"Adam Kennedy grounds out, second baseman Emmanuel Burriss to first baseman Pablo Sandoval.",R,L,L,SF,OAK,X,4.0,ground_ball,0,1,2009,0.7848816666666666,1.44614,-0.509,2.451,,,,1,1,Top,144.58,153.61,,,,,090613_191722,-8.836,-132.06,-6.345,11.657,27.018,-16.683,3.38,1.5,,,,,,,245130,116615,,,,,,,,,,,,0.0,,0.0,0.0,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9647,FT,2009-05-22,91.0,,,Randy Johnson,123041,116615,,called_strike,,,,,14,,R,R,L,SEA,SF,S,,,0,0,2009,1.6066608333333332,0.89316,1.214,2.426,429711.0,,134181.0,2,5,Bot,,,,,,,090522_203842,-6.629,-132.298,-4.137,21.757,32.513,-23.668,3.38,1.5,,,,,,,244827,116615,,,,,,,,,,,,,,,,,38,1,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9655,FF,2009-06-08,91.0,,,Randy Johnson,425661,116615,,ball,,,,,1,,R,R,L,FLA,SF,B,,,0,0,2009,1.2098966666666668,1.389236666666667,-0.344,3.566,434670.0,408305.0,425496.0,2,5,Bot,,,,,,,090608_203325,-9.472,-132.102,-3.809,16.977,28.715,-17.471,3.733,1.829,,,,,,,245058,116615,,,,,,,,,,,,,,,,,41,1,4-Seam Fastball,3,0,3,0,0,3,3,0,,
9659,FT,2009-06-13,91.0,,,Randy Johnson,400091,116615,,called_strike,,,,,8,,R,L,L,SF,OAK,S,,,0,0,2009,1.3636758333333332,1.4124566666666667,-0.227,2.208,,,,2,1,Top,,,,,,,090613_191758,-9.622,-132.1,-6.557,18.671,32.213,-17.384,3.519,1.763,,,,,,,245130,116615,,,,,,,,,,,,,,,,,3,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
9669,FF,2009-06-19,91.0,,,Randy Johnson,116662,116615,,ball,,,,,12,,R,R,L,SF,TEX,B,,,0,0,2009,1.1179075,1.3845066666666668,0.463,3.904,435079.0,,,2,1,Top,,,,,,,090619_192531,-7.666,-132.253,-2.617,15.902,27.876,-17.445,3.38,1.5,,,,,,,245208,116615,,,,,,,,,,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9671,FF,2009-06-19,91.0,,,Randy Johnson,116662,116615,,ball,,,,,11,,R,R,L,SF,TEX,B,,,0,0,2009,1.1357208333333333,1.3521133333333333,-1.832,2.519,,462101.0,,1,6,Top,,,,,,,090619_205929,-11.871,-131.817,-5.838,15.929,29.215,-18.022,3.38,1.5,,,,,,,245208,116615,,,,,,,,,,,,,,,,,43,1,4-Seam Fastball,3,1,1,3,1,3,1,3,,
9673,FT,2009-05-22,91.0,,,Randy Johnson,123041,116615,,ball,,,,,14,,R,R,L,SEA,SF,B,,,0,0,2009,1.2726608333333331,1.203763333333333,0.89,1.762,,,134181.0,1,1,Bot,,,,,,,090522_192344,-6.306,-132.143,-7.052,17.51,32.748,-19.934,3.438,1.652,,,,,,,244827,116615,,,,,,,,,,,,,,,,,7,1,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9675,FF,2009-04-13,91.0,,,Randy Johnson,451532,116615,,called_strike,,,,,6,,R,R,L,LAD,SF,S,,,1,0,2009,1.1284841666666667,2.0930033333333333,0.48,2.34,,,,0,3,Bot,,,,,,,090413_140453,-7.178,-132.116,-8.385,15.822,30.807,-8.994,3.633,1.677,,,,,,,244297,116615,,,,,,,,,,,,,,,,,21,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
9677,FF,2009-05-06,91.0,,,Randy Johnson,115732,116615,,called_strike,,,,,11,,R,L,L,COL,SF,S,,,0,0,2009,1.0988416666666667,1.0073966666666665,-1.267,2.699,,,,1,4,Bot,,,,,,,090506_193413,-10.793,-132.055,-4.789,15.762,25.243,-22.044,3.673,1.634,,,,,,,244608,116615,,,,,,,,,,,,,,,,,27,1,4-Seam Fastball,1,0,1,0,0,1,1,0,,
9703,FF,2009-07-05,91.0,,,Randy Johnson,150324,116615,,foul,,,,,4,,R,R,L,SF,HOU,S,,,2,1,2009,1.1478283333333332,1.4760966666666668,-0.667,2.683,,,,2,1,Top,,,,,,,090705_131642,-10.051,-132.009,-5.97,16.189,28.326,-16.403,3.4,1.61,,,,,,,245416,116615,,,,,,,,,,,,,,,,,4,4,4-Seam Fastball,0,1,1,0,1,0,1,0,,
9712,FT,2009-06-24,91.0,,,Randy Johnson,114739,116615,,swinging_strike,,,,,5,,R,L,L,OAK,SF,S,,,0,0,2009,1.493100833333333,1.3529733333333331,0.132,2.24,,,400091.0,2,3,Bot,,,,,,,090624_200315,-8.074,-132.114,-6.213,19.429,43.149,-18.699,3.38,1.61,,,,,,,245270,116615,,,,,,,,,,,,,,,,,30,1,2-Seam Fastball,1,3,1,3,3,1,1,3,,
9713,FF,2009-05-16,91.0,,,Randy Johnson,123107,116615,,foul,,,,,6,,R,R,L,SF,NYM,S,,,1,0,2009,0.9634325,1.404286666666667,0.454,2.44,,122111.0,431151.0,2,3,Top,,,,,,,090516_140514,-7.265,-132.208,-6.2,13.879,28.711,-17.258,3.38,1.5,,,,,,,244746,116615,,,,,,,,,,,,,,,,,23,2,4-Seam Fastball,0,3,3,0,3,0,3,0,,
9736,FT,2009-10-01,91.0,,,Randy Johnson,440251,116615,,ball,,,,,14,,R,R,L,SF,ARI,B,,,1,0,2009,1.4187858333333332,0.9411766666666664,1.082,2.347,,,448602.0,0,9,Top,,,,,,,091001_150723,-8.001,-132.173,-4.803,19.577,29.649,-23.004,3.215,1.627,,,,,,,246567,116615,,,,,,,,,,,,,,,,,68,2,2-Seam Fastball,7,3,3,7,3,7,3,7,,
9737,FT,2009-07-05,91.0,,,Randy Johnson,204020,116615,,called_strike,,,,,1,,R,R,L,SF,HOU,S,,,0,0,2009,1.3216475,1.4290833333333333,-0.82,3.013,433898.0,,400061.0,2,3,Top,,,,,,,090705_134407,-10.576,-132.104,-4.714,18.324,29.687,-17.036,3.494,1.699,,,,,,,245416,116615,,,,,,,,,,,,,,,,,19,1,2-Seam Fastball,0,1,1,0,1,0,1,0,,
9741,FT,2009-05-22,91.0,,,Randy Johnson,134181,116615,,ball,,,,,14,,R,R,L,SEA,SF,B,,,0,1,2009,1.662745,1.227413333333333,0.454,1.412,,,400085.0,1,3,Bot,,,,,,,090522_195516,-8.695,-132.091,-7.358,22.282,33.645,-19.701,3.29,1.56,,,,,,,244827,116615,,,,,,,,,,,,,,,,,21,2,2-Seam Fastball,0,1,0,1,1,0,0,1,,
9743,FF,2009-05-22,91.0,,,Randy Johnson,434605,116615,,foul,,,,,5,,R,R,L,SEA,SF,S,,,0,0,2009,1.10413,1.627743333333333,0.043,2.635,,,,0,4,Bot,,,,,,,090522_201141,-7.612,-132.148,-5.806,15.286,34.777,-14.929,3.23,1.51,,,,,,,244827,116615,,,,,,,,,,,,,,,,,27,1,4-Seam Fastball,0,1,0,1,1,0,0,1,,
9760,FT,2009-04-08,90.9,,,Randy Johnson,430001,116615,,swinging_strike,,,,,8,,R,R,L,SF,MIL,S,,,1,0,2009,1.4346508333333332,1.4535933333333333,-0.029,2.336,,,,0,1,Top,,,,,,,090408_192242,-8.529,-131.92,-7.291,19.477,32.496,-16.949,3.76,1.75,,,,,,,244222,116615,,,,,,,,,,,,,,,,,1,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
