index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
3958,FT,2008-06-09,92.7,,,Randy Johnson,346859,116615,,ball,,,,,11,,R,R,L,PIT,ARI,B,,,1,2,2008,1.738869166666667,1.239023333333333,-0.757,3.871,,,,1,4,Bot,,,,,,,080609_133845,-10.717,-134.575,-2.553,24.039,35.705,-19.123,3.38,1.5,,,,,,,234718,116615,,,,,,,,,,,,,,,,,30,4,2-Seam Fastball,1,1,1,1,1,1,1,1,,
3965,FF,2008-06-03,92.7,,,Randy Johnson,407849,116615,,foul,,,,,12,,R,R,L,MIL,ARI,S,,,1,2,2008,1.2157416666666667,1.39282,0.024,3.668,,,,2,4,Bot,,,,,,,080603_201146,-8.773,-134.696,-2.558,17.397,34.913,-17.129,3.38,1.5,,,,,,,234633,116615,,,,,,,,,,,,,,,,,31,5,4-Seam Fastball,0,1,0,1,1,0,0,1,,
3966,FT,2008-09-28,92.7,,,Randy Johnson,425547,116615,strikeout,called_strike,,,,,11,Brad Hawpe called out on strikes.,R,L,L,ARI,COL,S,2.0,,1,2,2008,1.4136366666666669,1.332906666666667,-1.007,2.812,,,,1,7,Top,,,,,,,080928_144432,-11.614,-134.446,-4.609,20.277,29.491,-17.651,3.4,1.53,,,,,,,236177,116615,,,,,,,,,,,,0.0,,0.0,0.0,,48,4,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3976,FF,2008-05-13,92.7,,,Randy Johnson,425557,116615,,ball,,,,,13,,R,R,L,ARI,COL,B,,,0,0,2008,0.97721,1.75273,-1.595,2.096,425548.0,448676.0,,0,2,Top,,,,,,,080513_190551,-8.992,-134.474,-8.128,14.313,33.944,-12.612,3.616,1.67,,,,,,,234345,116615,,,,,,,,,,,,,,,,,14,1,4-Seam Fastball,3,0,0,3,0,3,0,3,,
3995,FT,2008-04-25,92.7,,,Randy Johnson,425867,116615,,ball,,,,,3,,R,R,L,SD,ARI,B,,,0,0,2008,1.342105,1.7214833333333333,0.582,2.992,,,,1,6,Bot,,,,,,,080425_204350,-6.117,-134.823,-5.363,18.8,38.706,-13.234,3.29,1.45,,,,,,,234099,116615,,,,,,,,,,,,,,,,,50,1,2-Seam Fastball,1,5,1,5,5,1,1,5,,
4003,FF,2008-04-30,92.7,,,Randy Johnson,452254,116615,,foul,,,,,1,,R,R,L,ARI,HOU,S,,,0,1,2008,0.8757575000000001,1.6717466666666667,-0.405,2.935,,,,0,1,Top,,,,,,,080430_124043,-5.909,-134.747,-5.931,13.069,33.75,-13.53,3.122,1.315,,,,,,,234171,116615,,,,,,,,,,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4008,FT,2008-08-22,92.6,,,Randy Johnson,425545,116615,,foul,,,,,2,,R,R,L,ARI,FLA,S,,,0,2,2008,1.4008333333333332,1.3000833333333333,0.152,2.763,,,134001.0,2,1,Top,,,,,,,080822_184622,-8.821,-134.439,-4.962,20.134,29.111,-18.052,3.1,1.49,,,,,,,235677,116615,,,,,,,,,,,,,,,,,4,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4009,FF,2008-06-03,92.6,,,Randy Johnson,111904,116615,,ball,,,,,3,,R,R,L,MIL,ARI,B,,,0,0,2008,0.8976066666666666,1.19975,0.797,3.084,,425528.0,430001.0,1,3,Bot,,,,,,,080603_194820,-5.737,-134.625,-4.264,13.306,34.157,-19.532,3.38,1.5,,,,,,,234633,116615,,,,,,,,,,,,,,,,,22,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4012,FT,2008-08-22,92.6,,,Randy Johnson,434671,116615,,called_strike,,,,,4,,R,R,L,ARI,FLA,S,,,0,1,2008,1.4475933333333333,1.0812133333333331,-0.51,2.607,,,,1,7,Top,,,,,,,080822_202119,-10.403,-134.455,-4.449,20.551,31.792,-20.955,3.597,1.5,,,,,,,235677,116615,,,,,,,,,,,,,,,,,51,2,2-Seam Fastball,2,2,2,2,2,2,2,2,,
4015,FF,2008-05-06,92.6,,,Randy Johnson,150268,116615,,swinging_strike,,,,,5,,R,R,L,ARI,PHI,S,,,0,0,2008,0.5140633333333332,1.8704066666666668,0.024,2.531,,,,0,6,Top,,,,,,,080506_201718,-4.548,-134.549,-7.439,8.328,34.164,-11.126,3.256,1.5,,,,,,,234252,116615,,,,,,,,,,,,,,,,,48,1,4-Seam Fastball,6,4,4,6,4,6,4,6,,
4019,FF,2008-05-06,92.6,,,Randy Johnson,150268,116615,,ball,,,,,12,,R,R,L,ARI,PHI,B,,,0,2,2008,0.8824375000000001,1.2176666666666665,1.142,4.99,,,150029.0,0,4,Top,,,,,,,080506_193542,-3.526,-134.83,0.788,13.252,32.162,-19.165,3.256,1.5,,,,,,,234252,116615,,,,,,,,,,,,,,,,,28,3,4-Seam Fastball,1,2,2,1,2,1,2,1,,
4034,FF,2008-08-06,92.6,,,Randy Johnson,408108,116615,,ball,,,,,12,,R,R,L,ARI,PIT,B,,,1,1,2008,1.1911091666666669,1.4682133333333331,1.601,3.27,,,,2,1,Top,,,,,,,080806_124426,-4.661,-134.766,-4.418,17.324,31.395,-15.953,3.256,1.639,,,,,,,235470,116615,,,,,,,,,,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4036,FF,2008-09-23,92.6,,,Randy Johnson,136267,116615,,foul,,,,,4,,R,R,L,STL,ARI,S,,,2,2,2008,0.5850383333333332,1.4806833333333331,-0.45,2.682,,150479.0,405395.0,2,5,Bot,,,,,,,080923_203310,-7.655,-134.496,-5.952,9.211,34.924,-16.079,3.97,1.76,,,,,,,236102,116615,,,,,,,,,,,,,,,,,44,5,4-Seam Fastball,5,2,5,2,2,5,5,2,,
4041,FF,2008-05-13,92.6,,,Randy Johnson,430838,116615,,ball,,,,,12,,R,R,L,ARI,COL,B,,,0,2,2008,0.9840291666666668,1.3784866666666669,0.015,3.883,,,,1,3,Top,,,,,,,080513_192602,-5.61,-134.715,-2.506,14.453,34.046,-17.256,3.453,1.717,,,,,,,234345,116615,,,,,,,,,,,,,,,,,24,3,4-Seam Fastball,6,1,1,6,1,6,1,6,,
4043,FF,2008-05-13,92.6,,,Randy Johnson,425557,116615,,foul,,,,,4,,R,R,L,ARI,COL,S,,,2,1,2008,1.24441,1.5907633333333333,-0.292,2.5,425548.0,448676.0,,0,2,Top,,,,,,,080513_190652,-6.474,-134.543,-6.623,17.843,33.115,-14.571,3.589,1.67,,,,,,,234345,116615,,,,,,,,,,,,,,,,,14,4,4-Seam Fastball,3,0,0,3,0,3,0,3,,
4046,FT,2008-09-01,92.6,,,Randy Johnson,407886,116615,,ball,,,,,13,,R,R,L,ARI,STL,B,,,2,2,2008,1.3627016666666667,1.4025666666666667,-2.251,1.916,425446.0,285131.0,,1,4,Top,,,,,,,080901_142520,-14.124,-133.878,-7.531,19.474,28.792,-16.866,3.446,1.754,,,,,,,235819,116615,,,,,,,,,,,,,,,,,33,5,2-Seam Fastball,2,5,5,2,5,2,5,2,,
4047,FT,2008-05-13,92.6,,,Randy Johnson,430838,116615,,ball,,,,,13,,R,R,L,ARI,COL,B,,,2,2,2008,1.2682075,1.442413333333333,-1.141,1.815,,,,0,1,Top,,,,,,,080513_184138,-8.606,-134.303,-7.877,17.944,35.099,-16.619,3.709,1.717,,,,,,,234345,116615,,,,,,,,,,,,,,,,,1,6,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4063,FF,2008-05-18,92.6,,,Randy Johnson,407801,116615,,ball,,,,,11,,R,R,L,ARI,DET,B,,,1,2,2008,0.9585616666666668,1.41475,-0.247,4.139,,408234.0,,0,4,Top,,,,,,,080518_135439,-7.239,-134.685,-1.336,14.067,34.943,-16.857,3.437,1.722,,,,,,,234417,116615,,,,,,,,,,,,,,,,,25,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4065,FF,2008-05-18,92.6,,,Randy Johnson,408234,116615,,ball,,,,,12,,R,R,L,ARI,DET,B,,,1,2,2008,0.8952408333333332,0.93616,0.882,4.99,,,,1,6,Top,,,,,,,080518_143714,-3.908,-134.759,1.374,13.265,34.957,-22.852,3.188,1.696,,,,,,,234417,116615,,,,,,,,,,,,,,,,,45,4,4-Seam Fastball,2,0,0,2,0,2,0,2,,
4070,FF,2008-09-28,92.6,,,Randy Johnson,448676,116615,strikeout,swinging_strike,,,,,11,Ryan Spilborghs strikes out swinging.,R,R,L,ARI,COL,S,2.0,,0,2,2008,1.1297366666666668,1.15632,-0.089,3.694,425549.0,,,1,1,Top,,,,,,,080928_131507,-9.477,-134.567,-2.45,16.667,28.058,-19.814,3.32,1.61,,,,,,,236177,116615,,,,,,,,,,,,0.0,,0.0,0.0,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4072,FT,2008-09-28,92.6,,,Randy Johnson,456655,116615,field_out,hit_into_play,,,,,5,Ian Stewart lines out to third baseman Mark Reynolds.,R,L,L,ARI,COL,X,5.0,line_drive,0,0,2008,1.6937791666666668,1.1454266666666664,-0.117,2.489,,,,0,8,Top,106.43,158.63,,,,,080928_145448,-10.475,-134.351,-5.019,23.995,28.634,-20.023,3.23,1.686,,,,,,,236177,116615,,,,,,,,,,,,0.0,,0.0,0.0,,54,1,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4084,FF,2008-08-17,92.6,,,Randy Johnson,452254,116615,field_out,hit_into_play,,,,,11,"Hunter Pence grounds out, second baseman Chris Burke to first baseman Chad Tracy.",R,R,L,HOU,ARI,X,4.0,ground_ball,1,0,2008,0.9779058333333333,1.3079666666666667,-0.89,3.025,,,,0,2,Bot,145.58,157.63,,,,,080817_134827,-10.213,-134.452,-5.047,14.414,32.111,-18.103,3.709,1.895,,,,,,,235610,116615,,,,,,,,,,,,0.0,,0.0,0.0,,13,2,4-Seam Fastball,3,0,3,0,0,3,3,0,,
4091,FT,2008-07-06,92.6,,,Randy Johnson,408236,116615,,foul,,,,,2,,R,L,L,ARI,SD,S,,,1,0,2008,1.4754266666666669,1.3212966666666668,-0.22,3.353,,,,1,4,Top,,,,,,,080706_140619,-9.615,-134.496,-4.261,21.024,30.547,-17.844,3.837,1.989,,,,,,,235089,116615,,,,,,,,,,,,,,,,,24,2,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4092,FT,2008-07-27,92.6,,,Randy Johnson,430649,116615,,ball,,,,,14,,R,R,L,SF,ARI,B,,,0,0,2008,1.6056866666666667,0.88198,1.349,1.966,,,110383.0,2,2,Bot,,,,,,,080727_134344,-6.467,-134.475,-6.779,23.032,26.834,-23.313,3.83,1.33,,,,,,,235320,116615,,,,,,,,,,,,,,,,,16,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4095,FT,2008-05-24,92.6,,,Randy Johnson,407893,116615,,ball,,,,,13,,R,R,L,ATL,ARI,B,,,0,1,2008,1.4951883333333331,1.216663333333333,-0.98,1.075,,,116706.0,2,1,Bot,,,,,,,080524_160550,-11.763,-133.985,-9.032,21.037,31.399,-19.324,3.36,1.65,,,,,,,234495,116615,,,,,,,,,,,,,,,,,7,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4096,FT,2008-08-01,92.6,,,Randy Johnson,116999,116615,field_out,hit_into_play,,,,,6,"Jeff Kent grounds out, shortstop Stephen Drew to first baseman Tony Clark.",R,R,L,LAD,ARI,X,6.0,ground_ball,1,1,2008,1.3081483333333332,1.3009433333333331,0.545,2.345,,,120903.0,2,4,Bot,111.45,156.63,,,,,080801_203825,-7.776,-134.588,-5.891,18.474,36.114,-18.369,3.4,1.57,,,,,,,235388,116615,,,,,,,,,,,,0.0,,0.0,0.0,,29,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4100,FT,2008-06-20,92.6,,,Randy Johnson,408047,116615,field_out,hit_into_play,,,,,5,"Justin Morneau grounds out, second baseman Orlando Hudson to first baseman Conor Jackson.",R,L,L,MIN,ARI,X,4.0,ground_ball,0,1,2008,1.4274141666666669,1.6803466666666669,0.139,2.643,,,,0,2,Bot,141.57,152.61,,,,,080620_194239,-6.892,-134.504,-7.575,19.792,38.581,-13.836,3.34,1.356,,,,,,,234859,116615,,,,,,,,,,,,0.0,,0.0,0.0,,14,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4103,FF,2008-05-29,92.6,,,Randy Johnson,400023,116615,,ball,,,,,6,,R,R,L,ARI,SF,B,,,0,1,2008,0.796015,1.8355766666666669,0.814,2.307,,,217096.0,2,5,Top,,,,,,,080529_194420,-3.791,-134.61,-7.353,12.118,31.245,-11.318,3.075,1.34,,,,,,,234572,116615,,,,,,,,,,,,,,,,,37,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,
4104,FT,2008-08-06,92.6,,,Randy Johnson,137006,116615,field_out,hit_into_play,,,,,6,Doug Mientkiewicz grounds out to first baseman Chad Tracy.,R,L,L,ARI,PIT,X,3.0,ground_ball,0,1,2008,1.378845,1.2877566666666669,0.462,2.695,,,,0,4,Top,155.62,159.64,,,,,080806_132234,-7.388,-134.6,-5.248,19.773,30.817,-18.259,3.46,1.647,,,,,,,235470,116615,,,,,,,,,,,,0.0,,0.0,0.0,,20,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4107,FF,2008-05-29,92.6,,,Randy Johnson,133160,116615,,foul,,,,,4,,R,R,L,ARI,SF,S,,,2,2,2008,1.1571525,1.3147033333333331,-0.288,2.739,,,,0,4,Top,,,,,,,080529_191546,-6.827,-134.587,-5.43,16.864,30.815,-17.919,3.569,1.628,,,,,,,234572,116615,,,,,,,,,,,,,,,,,20,8,4-Seam Fastball,1,0,0,1,0,1,0,1,,
4111,FF,2008-04-30,92.6,,,Randy Johnson,112903,116615,,foul,,,,,1,,R,R,L,ARI,HOU,S,,,3,1,2008,0.9311458333333332,1.8282666666666667,-0.819,3.118,,,,1,1,Top,,,,,,,080430_124958,-7.101,-134.513,-5.837,13.654,35.333,-11.757,3.38,1.5,,,,,,,234171,116615,,,,,,,,,,,,,,,,,6,5,4-Seam Fastball,0,4,4,0,4,0,4,0,,
4120,FF,2008-05-24,92.6,,,Randy Johnson,280061,116615,strikeout,called_strike,,,,,11,Corky Miller called out on strikes.,R,R,L,ATL,ARI,S,2.0,,2,2,2008,1.216159166666667,1.527553333333333,-1.373,2.407,,,,2,2,Bot,,,,,,,080524_162131,-11.64,-134.159,-7.063,17.823,26.04,-15.033,3.21,1.45,,,,,,,234495,116615,,,,,,,,,,,,0.0,,0.0,0.0,,13,6,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4124,FT,2008-08-01,92.6,,,Randy Johnson,116999,116615,field_out,hit_into_play,,,,,8,Jeff Kent flies out softly to center fielder Chris Young.,R,R,L,LAD,ARI,X,8.0,fly_ball,0,1,2008,1.38803,1.6554066666666667,0.045,1.813,,,,1,2,Bot,125.5,98.39,,,,,080801_200857,-8.552,-134.434,-7.936,19.495,35.501,-13.953,3.4,1.57,,,,,,,235388,116615,,,,,,,,,,,,0.0,,0.0,0.0,,13,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4130,FF,2008-05-29,92.6,,,Randy Johnson,430931,116615,strikeout,swinging_strike,,,,,1,Daniel Ortmeier strikes out swinging.,R,R,L,ARI,SF,S,2.0,,1,2,2008,1.1795583333333333,1.5324266666666668,-0.396,3.408,,,,0,7,Top,,,,,,,080529_201625,-7.696,-134.537,-4.041,17.357,27.453,-14.954,3.291,1.542,,,,,,,234572,116615,,,,,,,,,,,,0.0,,0.0,0.0,,51,4,4-Seam Fastball,3,2,2,3,2,3,2,3,,
4134,FT,2008-07-06,92.6,,,Randy Johnson,457468,116615,strikeout,swinging_strike,,,,,2,Josh Banks strikes out swinging.,R,R,L,ARI,SD,S,2.0,,2,2,2008,1.271965,1.165493333333333,-0.16,3.082,,,,0,6,Top,,,,,,,080706_144230,-8.656,-134.559,-4.327,18.36,30.82,-19.824,3.585,1.757,,,,,,,235089,116615,,,,,,,,,,,,0.0,,0.0,0.0,,40,7,2-Seam Fastball,2,1,1,2,1,2,1,2,,
4136,FT,2008-07-06,92.6,,,Randy Johnson,452989,116615,strikeout,swinging_strike,,,,,3,Edgar Gonzalez strikes out swinging.,R,R,L,ARI,SD,S,2.0,,3,2,2008,1.3130191666666668,1.5172333333333332,0.666,3.449,,,,0,4,Top,,,,,,,080706_140533,-6.96,-134.599,-4.449,18.902,30.933,-15.346,3.525,1.807,,,,,,,235089,116615,,,,,,,,,,,,0.0,,0.0,0.0,,23,6,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4138,FT,2008-07-21,92.6,,,Randy Johnson,117601,116615,,called_strike,,,,,4,,R,R,L,ARI,CHC,S,,,0,0,2008,1.4789058333333331,1.291483333333333,-0.786,3.021,,,,2,1,Top,,,,,,,080721_184306,-11.166,-134.315,-4.311,20.852,32.535,-18.365,3.731,1.86,,,,,,,235241,116615,,,,,,,,,,,,,,,,,3,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4140,FF,2008-05-13,92.6,,,Randy Johnson,425549,116615,strikeout,swinging_strike,,,,,12,Clint Barmes strikes out swinging.,R,R,L,ARI,COL,S,2.0,,1,2,2008,0.871165,1.774946666666667,0.144,4.059,,,,1,1,Top,,,,,,,080513_184324,-5.322,-134.767,-2.711,12.935,35.392,-12.344,3.19,1.45,,,,,,,234345,116615,,,,,,,,,,,,0.0,,0.0,0.0,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4147,FF,2008-09-23,92.6,,,Randy Johnson,285131,116615,field_out,hit_into_play,,,,,4,"Cesar Izturis grounds out, shortstop Stephen Drew to first baseman Adam Dunn.",R,R,L,STL,ARI,X,6.0,ground_ball,1,2,2008,0.6653375,1.32101,-0.715,2.185,,346798.0,,1,5,Bot,111.45,147.59,,,,,080923_202648,-8.378,-134.412,-6.955,10.293,33.353,-18.014,3.524,1.5,,,,,,,236102,116615,,,,,,,,,,,,0.0,,0.0,0.0,,41,6,4-Seam Fastball,4,2,4,2,2,4,4,2,,
4153,FF,2008-07-12,92.5,,,Randy Johnson,150100,116615,field_out,hit_into_play,,,,,8,Pat Burrell pops out to third baseman Mark Reynolds in foul territory.,R,R,L,PHI,ARI,X,5.0,popup,1,1,2008,0.8714433333333331,1.21824,0.067,2.551,,,,2,6,Bot,85.34,173.69,,,,,080712_180110,-6.166,-134.389,-6.013,13.022,31.972,-19.243,4.171,1.87,,,,,,,235160,116615,,,,,,,,,,,,0.0,,0.0,0.0,,56,3,4-Seam Fastball,4,10,4,10,10,4,4,10,,
4157,FF,2008-05-06,92.5,,,Randy Johnson,150268,116615,single,hit_into_play_no_out,,,,,11,"Pedro Feliz singles on a pop up to right fielder Justin Upton, deflected by first baseman Conor Jackson.  Pedro Feliz out at 2nd, right fielder Justin Upton to shortstop Stephen Drew.",R,R,L,ARI,PHI,X,9.0,popup,0,2,2008,0.9865341666666668,1.4105933333333331,-0.507,4.089,,,,0,6,Top,173.69,147.59,,,,,080506_201745,-8.356,-134.487,-1.586,14.531,32.198,-16.803,3.256,1.5,,,,,,,234252,116615,,,,,,,,,,,,0.9,,1.0,0.0,,48,3,4-Seam Fastball,6,4,4,6,4,6,4,6,,
4163,FT,2008-07-21,92.5,,,Randy Johnson,117601,116615,,ball,,,,,2,,R,R,L,ARI,CHC,B,,,1,1,2008,1.367015833333333,1.43668,-0.173,3.706,,,407862.0,2,6,Top,,,,,,,080721_200044,-9.124,-134.317,-2.85,19.462,31.708,-16.49,3.664,1.86,,,,,,,235241,116615,,,,,,,,,,,,,,,,,37,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4166,FF,2008-07-21,92.5,,,Randy Johnson,434567,116615,,ball,,,,,12,,R,R,L,ARI,CHC,B,,,0,2,2008,0.9116625,1.2957833333333333,2.424,2.713,,,,1,7,Top,,,,,,,080721_201613,-2.185,-134.629,-5.164,13.627,31.43,-18.181,3.112,1.571,,,,,,,235241,116615,,,,,,,,,,,,,,,,,43,3,4-Seam Fastball,1,0,0,1,0,1,0,1,,
4168,FF,2008-08-12,92.5,,,Randy Johnson,425547,116615,,ball,,,,,13,,R,L,L,COL,ARI,B,,,0,1,2008,1.217968333333333,1.1504433333333333,-1.024,1.643,,,,1,2,Bot,,,,,,,080812_193529,-11.087,-134.08,-8.343,17.558,30.143,-20.081,3.4,1.53,,,,,,,235536,116615,,,,,,,,,,,,,,,,,15,2,4-Seam Fastball,1,2,1,2,2,1,1,2,,
4174,FF,2008-08-17,92.5,,,Randy Johnson,123173,116615,,called_strike,,,,,3,,R,R,L,HOU,ARI,S,,,0,0,2008,0.9706691666666668,1.35928,0.449,3.138,,,117928.0,1,1,Bot,,,,,,,080817_133412,-6.899,-134.4,-5.251,14.216,33.815,-17.561,3.691,1.799,,,,,,,235610,116615,,,,,,,,,,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4182,FT,2008-09-13,92.5,,,Randy Johnson,150020,116615,,ball,,,,,11,,R,R,L,ARI,CIN,B,,,0,0,2008,1.4933791666666667,1.3663033333333332,-0.932,4.449,,452672.0,450172.0,2,2,Top,,,,,,,080913_174235,-11.242,-134.173,-1.609,21.138,30.64,-17.355,3.414,1.57,,,,,,,235969,116615,,,,,,,,,,,,,,,,,13,1,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4189,FF,2008-08-12,92.5,,,Randy Johnson,456655,116615,field_out,hit_into_play,,,,,11,Ian Stewart flies out to left fielder Conor Jackson.,R,L,L,COL,ARI,X,7.0,fly_ball,1,2,2008,1.119995,0.96798,-0.935,3.282,,,425549.0,0,5,Bot,22.09,78.31,,,,,080812_202734,-11.132,-134.159,-3.794,16.439,27.882,-22.294,3.12,1.526,,,,,,,235536,116615,,,,,,,,,,,,0.0,,0.0,0.0,,40,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,
4190,FT,2008-09-28,92.5,,,Randy Johnson,451594,116615,,ball,,,,,12,,R,R,L,ARI,COL,B,,,1,1,2008,1.4814108333333331,1.21007,1.441,3.284,,,,1,8,Top,,,,,,,080928_145553,-6.245,-134.579,-2.989,21.199,29.672,-19.198,3.517,1.718,,,,,,,236177,116615,,,,,,,,,,,,,,,,,55,3,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4192,FF,2008-06-20,92.5,,,Randy Johnson,460576,116615,,ball,,,,,13,,R,R,L,MIN,ARI,B,,,0,1,2008,0.9848641666666668,1.7801066666666667,-1.119,1.219,,,,0,1,Bot,,,,,,,080620_192139,-9.488,-133.935,-10.27,14.058,38.085,-12.757,3.38,1.5,,,,,,,234859,116615,,,,,,,,,,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4193,FF,2008-05-18,92.5,,,Randy Johnson,121074,116615,walk,ball,,,,,12,Edgar Renteria walks.,R,R,L,ARI,DET,B,,,3,2,2008,0.8643458333333331,1.1510166666666664,1.622,3.043,,135784.0,,2,3,Top,,,,,,,080518_134312,-2.723,-134.633,-4.007,12.956,32.521,-20.069,3.351,1.659,,,,,,,234417,116615,,,,,,,,,,,,0.7,,0.0,0.0,,19,10,4-Seam Fastball,0,0,0,0,0,0,0,0,,
4208,FT,2008-07-01,92.5,,,Randy Johnson,430611,116615,,foul,,,,,4,,R,R,L,ARI,MIL,S,,,0,2,2008,1.3735566666666668,1.5975,-0.367,2.818,,,,2,2,Top,,,,,,,080701_191156,-9.641,-134.316,-5.645,19.572,31.358,-14.437,3.5,1.69,,,,,,,235013,116615,,,,,,,,,,,,,,,,,19,3,2-Seam Fastball,1,6,6,1,6,1,6,1,,
4212,FT,2008-08-22,92.5,,,Randy Johnson,425496,116615,,ball,,,,,12,,R,R,L,ARI,FLA,B,,,0,0,2008,1.3764791666666667,1.5436066666666668,0.6,3.67,,,,2,2,Top,,,,,,,080822_190058,-6.679,-134.439,-3.866,19.699,30.685,-15.041,3.04,1.44,,,,,,,235677,116615,,,,,,,,,,,,,,,,,12,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4219,FT,2008-07-21,92.5,,,Randy Johnson,434567,116615,field_out,hit_into_play,,,,,5,Geovany Soto flies out to right fielder Alex Romero.,R,R,L,ARI,CHC,X,9.0,fly_ball,0,1,2008,1.4587266666666667,1.3228733333333331,-0.124,2.508,,,407862.0,2,4,Top,181.73,108.43,,,,,080721_192636,-9.421,-134.27,-5.514,20.675,31.219,-17.912,3.112,1.53,,,,,,,235241,116615,,,,,,,,,,,,0.0,,0.0,0.0,,23,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
4222,FF,2008-08-17,92.5,,,Randy Johnson,110385,116615,,ball,,,,,11,,R,R,L,HOU,ARI,B,,,1,2,2008,1.256935,1.42249,-1.031,3.89,,,,1,2,Bot,,,,,,,080817_135001,-11.497,-134.178,-2.842,17.882,33.308,-16.797,3.441,1.721,,,,,,,235610,116615,,,,,,,,,,,,,,,,,14,4,4-Seam Fastball,3,0,3,0,0,3,3,0,,
4232,FT,2008-07-01,92.5,,,Randy Johnson,429666,116615,,foul,,,,,2,,R,R,L,ARI,MIL,S,,,3,2,2008,1.2782275,1.48828,-0.239,3.282,,,,1,4,Top,,,,,,,080701_193931,-8.825,-134.341,-4.541,18.435,29.948,-15.725,3.214,1.722,,,,,,,235013,116615,,,,,,,,,,,,,,,,,32,7,2-Seam Fastball,1,6,6,1,6,1,6,1,,
4233,FT,2008-09-28,92.5,,,Randy Johnson,451594,116615,,ball,,,,,13,,R,R,L,ARI,COL,B,,,1,1,2008,1.6964233333333332,1.1374,-1.076,1.447,,,456655.0,0,5,Top,,,,,,,080928_141625,-12.674,-133.971,-7.36,23.795,29.587,-20.242,3.517,1.718,,,,,,,236177,116615,,,,,,,,,,,,,,,,,33,3,2-Seam Fastball,0,1,1,0,1,0,1,0,,
4234,FT,2008-06-09,92.5,,,Randy Johnson,425491,116615,,foul,,,,,5,,R,R,L,PIT,ARI,S,,,0,0,2008,1.6072175,1.4527333333333332,-0.049,2.601,430832.0,435043.0,276372.0,2,3,Bot,,,,,,,080609_132422,-8.576,-134.244,-6.788,22.389,33.724,-16.425,3.326,1.53,,,,,,,234718,116615,,,,,,,,,,,,,,,,,24,1,2-Seam Fastball,1,0,1,0,0,1,1,0,,
4239,FF,2008-08-27,92.5,,,Randy Johnson,460026,116615,,ball,,,,,14,,R,R,L,SD,ARI,B,,,0,1,2008,0.9937708333333332,0.8116033333333331,1.569,1.659,,,,0,3,Bot,,,,,,,080827_131500,-4.178,-134.531,-6.241,14.579,33.221,-24.396,3.565,1.307,,,,,,,235742,116615,,,,,,,,,,,,,,,,,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
