offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
ATL,JAC,PASS,0.0,0,1,14,1.0,10.0,20.0,0,13,4,0,4,INT,16
JAC,ATL,PASS,16.0,1,2,-14,1.0,10.0,16.0,0,62,11,6,4,FG,16
ATL,JAC,PASS,16.0,1,2,11,1.0,10.0,25.0,0,35,8,3,5,PUNT,16
JAC,ATL,RUSH,5.0,1,2,-11,1.0,10.0,1.0,0,3,6,2,4,PUNT,16
ATL,JAC,PASS,7.0,1,2,11,1.0,10.0,41.0,1,54,11,1,9,FG,16
JAC,ATL,RUSH,-1.0,0,2,-14,1.0,10.0,16.0,0,-1,1,1,0,ENDQ,16
JAC,ATL,PASS,17.0,1,3,-14,1.0,10.0,25.0,0,18,4,1,3,PUNT,16
ATL,JAC,RUSH,3.0,0,3,14,1.0,10.0,22.0,0,41,7,2,5,PUNT,16
JAC,ATL,RUSH,3.0,0,3,-14,1.0,10.0,29.0,0,62,9,5,3,FG,16
ATL,JAC,PASS,32.0,1,3,11,1.0,10.0,13.0,0,87,7,5,2,TD,16
JAC,ATL,PASS,9.0,1,4,-18,1.0,10.0,25.0,1,75,5,1,3,TD,16
ATL,JAC,RUSH,4.0,1,4,12,1.0,10.0,8.0,0,19,6,2,4,PUNT,16
JAC,ATL,PASS,0.0,0,4,-12,1.0,10.0,33.0,1,60,15,2,13,DWNS,16
LA,SF,RUSH,1.0,0,1,0,1.0,10.0,25.0,0,75,7,3,4,TD,16
SF,LA,PASS,9.0,1,1,-7,1.0,10.0,82.0,1,10,6,2,3,FG,16
LA,SF,RUSH,-1.0,0,1,4,1.0,10.0,25.0,0,0,3,1,2,PUNT,16
SF,LA,RUSH,4.0,1,1,-4,1.0,10.0,35.0,1,5,3,2,1,PUNT,16
LA,SF,RUSH,7.0,1,1,4,1.0,10.0,8.0,0,7,3,2,1,PUNT,16
SF,LA,PASS,0.0,0,1,-4,1.0,10.0,53.0,1,0,1,0,1,INT,16
LA,SF,PASS,0.0,0,1,4,1.0,10.0,37.0,0,63,9,4,5,TD,16
SF,LA,RUSH,9.0,1,2,-11,1.0,10.0,25.0,0,75,5,3,2,TD,16
LA,SF,RUSH,4.0,1,2,4,1.0,10.0,36.0,0,64,11,4,7,TD,16
SF,LA,PASS,13.0,1,2,-11,1.0,10.0,25.0,0,75,9,3,6,TD,16
LA,SF,PASS,12.0,1,2,4,1.0,10.0,25.0,0,27,5,1,4,INT,16
LA,SF,RUSH,5.0,1,2,-3,1.0,10.0,25.0,0,5,3,1,2,PUNT,16
SF,LA,RUSH,-1.0,0,2,3,1.0,10.0,18.0,0,-1,1,1,0,ENDQ,16
SF,LA,PASS,0.0,0,3,3,1.0,10.0,25.0,1,-5,2,0,2,INT,16
LA,SF,PASS,0.0,0,3,-3,1.0,10.0,75.0,0,-9,4,1,2,MFG,16
SF,LA,RUSH,6.0,1,3,3,1.0,10.0,42.0,0,20,5,3,2,PUNT,16
LA,SF,RUSH,1.0,0,3,-3,1.0,10.0,3.0,0,1,3,1,2,PUNT,16
SF,LA,PASS,0.0,0,3,3,1.0,10.0,44.0,0,-3,3,1,2,PUNT,16
LA,SF,PASS,11.0,1,3,-3,1.0,10.0,32.0,0,68,7,1,6,TD,16
SF,LA,PASS,-5.0,0,3,-4,1.0,10.0,25.0,1,6,3,1,2,PUNT,16
LA,SF,PASS,22.0,1,3,4,1.0,10.0,18.0,0,31,6,1,5,PUNT,16
SF,LA,RUSH,5.0,1,4,-4,1.0,10.0,6.0,0,10,5,3,2,PUNT,16
LA,SF,RUSH,1.0,0,4,4,1.0,10.0,43.0,0,8,3,2,1,PUNT,16
SF,LA,PASS,36.0,1,4,-4,1.0,10.0,9.0,0,91,6,1,5,TD,16
LA,SF,RUSH,2.0,0,4,-3,1.0,10.0,25.0,0,41,8,2,5,FG,16
SF,LA,PASS,-6.0,0,4,0,1.0,10.0,25.0,1,60,9,3,5,FG,16
TEN,NO,RUSH,-1.0,0,1,0,1.0,10.0,28.0,0,-1,3,2,1,PUNT,16
NO,TEN,RUSH,5.0,1,1,0,1.0,10.0,24.0,1,11,5,2,3,PUNT,16
TEN,NO,PASS,12.0,1,1,0,1.0,10.0,27.0,0,73,5,2,3,TD,16
NO,TEN,RUSH,2.0,0,1,-7,1.0,10.0,43.0,0,-15,3,1,2,PUNT,16
TEN,NO,PASS,15.0,1,1,7,1.0,10.0,30.0,1,70,3,2,1,TD,16
NO,TEN,RUSH,-1.0,0,1,-14,1.0,10.0,30.0,0,41,13,4,8,FG,16
NO,TEN,PASS,0.0,0,2,-11,1.0,10.0,25.0,0,22,5,0,5,PUNT,16
NO,TEN,PASS,0.0,0,2,-11,1.0,10.0,52.0,1,-3,3,0,3,PUNT,16
TEN,NO,RUSH,8.0,1,2,11,1.0,10.0,12.0,1,14,6,3,3,PUNT,16
NO,TEN,PASS,61.0,1,2,-11,1.0,10.0,39.0,1,61,1,0,1,TD,16
TEN,NO,RUSH,3.0,0,2,4,1.0,10.0,9.0,1,18,6,4,2,PUNT,16
NO,TEN,PASS,-2.0,0,2,-4,1.0,10.0,38.0,1,12,2,1,1,ENDQ,16
NO,TEN,RUSH,4.0,1,3,-4,1.0,10.0,39.0,0,61,2,2,0,TD,16
TEN,NO,RUSH,3.0,0,3,-3,1.0,10.0,19.0,0,8,5,2,3,PUNT,16
NO,TEN,PASS,-2.0,0,3,3,1.0,10.0,30.0,0,70,9,3,6,TD,16
TEN,NO,RUSH,8.0,1,3,-10,1.0,10.0,25.0,0,75,5,2,3,TD,16
NO,TEN,RUSH,2.0,0,3,3,1.0,10.0,48.0,1,52,5,3,2,TD,16
TEN,NO,RUSH,-3.0,0,3,-10,1.0,10.0,23.0,0,29,7,3,4,PUNT,16
NO,TEN,PASS,0.0,0,4,10,1.0,10.0,9.0,0,-8,3,0,3,PUNT,16
TEN,NO,RUSH,14.0,1,4,-10,1.0,10.0,58.0,0,42,6,4,2,TD,16
NO,TEN,PASS,6.0,1,4,3,1.0,10.0,28.0,1,34,7,1,6,DWNS,16
TEN,NO,PASS,23.0,0,4,-3,1.0,10.0,38.0,0,23,1,0,1,FUM,16
NO,TEN,RUSH,5.0,1,4,3,1.0,10.0,75.0,0,25,6,3,3,TD,16
TEN,NO,PASS,34.0,1,4,-10,1.0,10.0,25.0,1,34,5,0,5,DWNS,16
NO,TEN,RUSH,-1.0,0,4,10,1.0,10.0,41.0,0,-3,3,3,0,ENDQ,16
NYG,WAS,PASS,8.0,1,1,0,1.0,10.0,25.0,1,75,5,2,3,TD,16
WAS,NYG,RUSH,1.0,0,1,-7,1.0,10.0,25.0,0,75,9,5,4,TD,16
NYG,WAS,RUSH,8.0,1,1,0,1.0,10.0,25.0,1,75,2,2,0,TD,16
WAS,NYG,RUSH,2.0,0,1,-7,1.0,10.0,25.0,0,75,12,7,5,TD,16
NYG,WAS,PASS,0.0,0,2,0,1.0,10.0,25.0,1,75,10,4,6,TD,16
WAS,NYG,RUSH,-1.0,0,2,-7,1.0,10.0,25.0,0,34,7,4,3,PUNT,16
NYG,WAS,PASS,8.0,1,2,7,1.0,10.0,10.0,1,31,4,1,3,PUNT,16
WAS,NYG,RUSH,3.0,0,2,-7,1.0,10.0,19.0,1,3,3,1,2,PUNT,16
NYG,WAS,RUSH,7.0,1,2,7,1.0,10.0,27.0,1,73,9,2,7,TD,16
WAS,NYG,PASS,-7.0,0,3,-14,1.0,10.0,25.0,0,7,6,1,5,PUNT,16
NYG,WAS,RUSH,3.0,0,3,14,1.0,10.0,17.0,1,1,3,1,2,PUNT,16
WAS,NYG,PASS,9.0,1,3,-14,1.0,10.0,40.0,0,60,7,3,4,TD,16
WAS,NYG,PASS,-11.0,0,3,-14,1.0,10.0,25.0,1,6,3,0,3,PUNT,16
NYG,WAS,PASS,10.0,1,3,14,1.0,10.0,23.0,1,15,4,1,3,PUNT,16
NYG,WAS,PASS,14.0,1,4,7,1.0,10.0,25.0,1,40,6,2,3,MFG,16
WAS,NYG,PASS,-1.0,0,4,-7,1.0,10.0,43.0,1,-7,3,0,3,PUNT,16
NYG,WAS,PASS,0.0,0,4,7,1.0,10.0,13.0,1,33,6,3,3,PUNT,16
WAS,NYG,PASS,0.0,0,4,-7,1.0,10.0,1.0,0,99,14,4,10,TD,16
NYG,WAS,RUSH,11.0,1,4,0,1.0,10.0,25.0,1,30,5,1,4,ENDQ,16
NYG,WAS,RUSH,3.0,0,5,0,1.0,10.0,34.0,1,66,11,6,5,TD,16
OAK,LAC,PASS,11.0,1,1,0,1.0,10.0,29.0,1,71,4,1,3,TD,16
LAC,OAK,RUSH,-1.0,0,1,-7,1.0,10.0,26.0,0,8,3,1,2,PUNT,16
OAK,LAC,PASS,-1.0,0,1,7,1.0,10.0,15.0,0,43,5,1,4,PUNT,16
LAC,OAK,RUSH,1.0,0,1,-7,1.0,10.0,20.0,1,0,3,2,1,PUNT,16
OAK,LAC,RUSH,1.0,0,1,7,1.0,10.0,36.0,0,6,3,1,2,PUNT,16
LAC,OAK,RUSH,4.0,1,1,-7,1.0,10.0,10.0,0,23,6,3,3,PUNT,16
OAK,LAC,PASS,13.0,1,2,7,1.0,10.0,28.0,0,10,4,1,3,PUNT,16
LAC,OAK,RUSH,-5.0,0,2,-7,1.0,10.0,17.0,0,21,6,3,3,PUNT,16
OAK,LAC,RUSH,6.0,1,2,7,1.0,10.0,18.0,0,-3,3,1,2,PUNT,16
LAC,OAK,PASS,0.0,0,2,-7,1.0,10.0,22.0,1,78,8,3,5,TD,16
OAK,LAC,PASS,5.0,1,2,0,1.0,10.0,25.0,1,75,11,2,9,TD,16
LAC,OAK,RUSH,-1.0,0,2,-7,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,16
OAK,LAC,RUSH,4.0,1,3,7,1.0,10.0,25.0,0,75,13,9,4,TD,16
LAC,OAK,PASS,5.0,1,3,-14,1.0,10.0,17.0,0,83,10,3,7,TD,16
OAK,LAC,RUSH,4.0,1,3,7,1.0,10.0,23.0,0,48,12,5,6,FG,16
LAC,OAK,PASS,20.0,1,4,-10,1.0,10.0,25.0,0,10,4,0,4,PUNT,16
OAK,LAC,RUSH,-2.0,0,4,10,1.0,10.0,32.0,0,18,5,5,0,PUNT,16
LAC,OAK,PASS,23.0,1,4,-10,1.0,10.0,10.0,1,81,13,0,12,FG,16
OAK,LAC,RUSH,0.0,0,4,7,1.0,10.0,51.0,0,13,3,3,0,ENDQ,16
NYJ,PIT,PASS,7.0,1,1,0,1.0,10.0,25.0,1,75,11,5,6,TD,16
PIT,NYJ,RUSH,-1.0,0,1,-7,1.0,10.0,21.0,1,34,8,5,3,INT,16
NYJ,PIT,PASS,0.0,0,1,7,1.0,10.0,35.0,0,8,3,1,2,PUNT,16
PIT,NYJ,RUSH,1.0,0,1,-7,1.0,10.0,15.0,0,5,3,1,2,PUNT,16
NYJ,PIT,RUSH,8.0,1,1,7,1.0,10.0,41.0,1,23,7,4,2,FG,16
PIT,NYJ,PASS,18.0,1,2,-10,1.0,10.0,25.0,0,56,7,2,5,INT,16
NYJ,PIT,RUSH,3.0,0,2,10,1.0,10.0,20.0,0,3,3,1,2,PUNT,16
PIT,NYJ,RUSH,-2.0,0,2,-10,1.0,10.0,14.0,1,15,6,2,4,PUNT,16
NYJ,PIT,RUSH,3.0,0,2,10,1.0,10.0,40.0,1,4,3,2,1,PUNT,16
PIT,NYJ,RUSH,4.0,1,2,-10,1.0,10.0,14.0,1,55,10,2,7,FG,16
NYJ,PIT,PASS,9.0,1,2,7,1.0,10.0,15.0,1,26,4,0,4,FUM,16
PIT,NYJ,RUSH,6.0,1,2,-7,1.0,10.0,59.0,1,41,3,1,2,TD,16
PIT,NYJ,RUSH,2.0,0,3,0,1.0,10.0,30.0,1,10,5,2,3,PUNT,16
NYJ,PIT,PASS,17.0,1,3,0,1.0,10.0,19.0,0,62,10,5,4,FG,16
PIT,NYJ,PASS,2.0,0,3,-3,1.0,10.0,26.0,1,6,3,1,2,PUNT,16
NYJ,PIT,RUSH,4.0,1,3,3,1.0,10.0,19.0,0,6,3,2,1,PUNT,16
PIT,NYJ,RUSH,6.0,1,3,-3,1.0,10.0,42.0,0,18,6,3,3,PUNT,16
NYJ,PIT,PASS,0.0,0,3,3,1.0,10.0,10.0,1,14,6,3,3,PUNT,16
PIT,NYJ,RUSH,4.0,1,4,-3,1.0,10.0,39.0,1,23,7,5,2,PUNT,16
NYJ,PIT,PASS,14.0,1,4,3,1.0,10.0,22.0,1,54,9,5,3,FG,16
PIT,NYJ,RUSH,1.0,0,4,-6,1.0,10.0,25.0,1,-4,3,1,2,PUNT,16
NYJ,PIT,RUSH,-2.0,0,4,6,1.0,10.0,34.0,0,-2,3,3,0,PUNT,16
PIT,NYJ,PASS,7.0,1,4,-6,1.0,10.0,40.0,1,16,6,0,6,DWNS,16
NYJ,PIT,RUSH,-1.0,0,4,6,1.0,10.0,44.0,0,-1,1,1,0,ENDQ,16
ARI,SEA,RUSH,2.0,0,1,0,1.0,10.0,34.0,1,6,3,1,2,PUNT,16
SEA,ARI,RUSH,10.0,1,1,0,1.0,10.0,11.0,0,89,9,4,5,TD,16
ARI,SEA,RUSH,80.0,1,1,-7,1.0,10.0,20.0,1,80,1,1,0,TD,16
SEA,ARI,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,42,7,4,3,PUNT,16
ARI,SEA,RUSH,4.0,1,1,0,1.0,10.0,1.0,0,25,6,3,3,PUNT,16
SEA,ARI,RUSH,-1.0,0,1,0,1.0,10.0,40.0,1,-11,3,1,2,PUNT,16
ARI,SEA,RUSH,10.0,1,2,0,1.0,10.0,29.0,1,19,4,2,2,PUNT,16
SEA,ARI,PASS,0.0,0,2,0,1.0,10.0,31.0,0,-16,3,0,3,PUNT,16
ARI,SEA,RUSH,3.0,0,2,0,1.0,10.0,35.0,1,7,3,2,1,PUNT,16
SEA,ARI,RUSH,2.0,0,2,0,1.0,10.0,6.0,0,7,3,3,0,PUNT,16
ARI,SEA,RUSH,3.0,0,2,0,1.0,10.0,46.0,1,54,5,4,1,TD,16
SEA,ARI,PASS,0.0,0,2,-7,1.0,10.0,18.0,0,9,3,1,2,PUNT,16
ARI,SEA,PASS,0.0,0,2,7,1.0,10.0,45.0,1,51,11,2,8,FG,16
SEA,ARI,PASS,0.0,0,2,-10,1.0,10.0,25.0,1,-1,2,0,2,ENDQ,16
SEA,ARI,RUSH,17.0,1,3,-10,1.0,10.0,17.0,0,38,4,1,3,FUM,16
ARI,SEA,PASS,20.0,1,3,10,1.0,10.0,36.0,0,37,6,3,2,FG,16
SEA,ARI,PASS,9.0,1,3,-13,1.0,10.0,25.0,1,5,3,1,2,PUNT,16
ARI,SEA,RUSH,2.0,0,3,13,1.0,10.0,29.0,1,-4,3,2,1,PUNT,16
SEA,ARI,RUSH,6.0,1,3,-13,1.0,10.0,25.0,0,8,3,2,1,PUNT,16
ARI,SEA,PASS,3.0,0,3,13,1.0,10.0,28.0,1,46,10,5,4,BLFG,16
SEA,ARI,RUSH,-3.0,0,3,-13,1.0,10.0,84.0,0,4,4,2,1,FG,16
ARI,SEA,PASS,0.0,0,4,10,1.0,10.0,19.0,1,18,6,2,4,PUNT,16
SEA,ARI,PASS,12.0,1,4,-10,1.0,10.0,25.0,0,42,8,0,7,FG,16
ARI,SEA,PASS,28.0,1,4,7,1.0,10.0,22.0,1,78,9,8,1,TD,16
SEA,ARI,RUSH,6.0,1,4,-14,1.0,10.0,25.0,1,10,6,1,5,DWNS,16
ARI,SEA,RUSH,3.0,1,4,14,1.0,10.0,66.0,1,8,5,5,0,ENDQ,16
PHI,DAL,PASS,27.0,1,1,0,1.0,10.0,25.0,0,57,11,2,8,FG,16
DAL,PHI,RUSH,3.0,0,1,-3,1.0,10.0,18.0,0,7,3,1,2,PUNT,16
PHI,DAL,RUSH,6.0,1,1,3,1.0,10.0,37.0,0,63,7,4,3,TD,16
DAL,PHI,PASS,-2.0,0,1,-10,1.0,10.0,25.0,0,7,3,0,3,PUNT,16
PHI,DAL,RUSH,7.0,1,1,10,1.0,10.0,29.0,1,6,3,3,0,PUNT,16
DAL,PHI,RUSH,0.0,0,1,-10,1.0,10.0,21.0,0,48,7,3,3,FG,16
PHI,DAL,PASS,0.0,0,2,7,1.0,10.0,34.0,0,33,8,2,6,DWNS,16
DAL,PHI,PASS,18.0,1,2,-7,1.0,10.0,33.0,1,20,4,1,3,PUNT,16
PHI,DAL,RUSH,5.0,1,2,7,1.0,10.0,12.0,1,33,6,3,3,PUNT,16
DAL,PHI,RUSH,10.0,1,2,-7,1.0,10.0,20.0,0,16,4,1,3,PUNT,16
PHI,DAL,PASS,13.0,1,2,7,1.0,10.0,34.0,1,31,6,0,5,MFG,16
DAL,PHI,PASS,16.0,1,2,-7,1.0,10.0,43.0,1,43,5,0,4,FG,16
DAL,PHI,RUSH,1.0,0,3,-4,1.0,10.0,25.0,0,49,10,6,4,FUM,16
PHI,DAL,RUSH,0.0,0,3,4,1.0,10.0,26.0,0,15,5,2,3,PUNT,16
DAL,PHI,PASS,0.0,0,3,-4,1.0,10.0,21.0,1,23,7,3,4,PUNT,16
PHI,DAL,PASS,6.0,1,3,4,1.0,10.0,20.0,1,80,10,5,5,TD,16
DAL,PHI,PASS,0.0,0,4,-11,1.0,10.0,24.0,1,9,3,1,2,PUNT,16
PHI,DAL,PASS,24.0,1,4,11,1.0,10.0,34.0,0,29,6,1,4,MFG,16
DAL,PHI,PASS,4.0,1,4,-11,1.0,10.0,45.0,1,24,8,0,7,FG,16
PHI,DAL,RUSH,6.0,1,4,8,1.0,10.0,34.0,1,18,6,3,3,PUNT,16
DAL,PHI,PASS,13.0,1,4,-8,1.0,10.0,12.0,1,65,11,0,11,DWNS,16
PHI,DAL,RUSH,2.0,0,4,8,1.0,10.0,23.0,0,56,6,5,1,ENDQ,16
CHI,KC,RUSH,5.0,1,1,0,1.0,10.0,25.0,1,14,9,7,2,PUNT,16
KC,CHI,PASS,0.0,0,1,0,1.0,10.0,18.0,1,82,15,5,10,TD,16
CHI,KC,RUSH,2.0,0,1,-7,1.0,10.0,18.0,1,4,3,1,2,PUNT,16
KC,CHI,RUSH,3.0,0,2,7,1.0,10.0,30.0,0,31,7,4,2,FG,16
CHI,KC,PASS,9.0,1,2,-10,1.0,10.0,25.0,1,32,7,3,4,PUNT,16
KC,CHI,RUSH,5.0,1,2,10,1.0,10.0,5.0,1,95,13,2,11,TD,16
CHI,KC,PASS,17.0,1,2,-17,1.0,10.0,18.0,1,28,4,0,4,ENDQ,16
KC,CHI,RUSH,2.0,0,3,17,1.0,10.0,25.0,0,20,5,2,3,PUNT,16
CHI,KC,RUSH,4.0,1,3,-17,1.0,10.0,13.0,1,83,15,9,6,DWNS,16
KC,CHI,RUSH,12.0,1,3,17,1.0,10.0,4.0,1,14,4,2,2,PUNT,16
CHI,KC,PASS,5.0,1,3,-17,1.0,10.0,49.0,1,23,6,2,3,FG,16
KC,CHI,PASS,19.0,1,4,14,1.0,10.0,29.0,0,71,9,4,5,TD,16
KC,CHI,RUSH,5.0,1,4,20,1.0,10.0,43.0,0,43,11,9,1,FG,16
CHI,KC,PASS,0.0,0,4,-23,1.0,10.0,25.0,1,39,9,0,9,DWNS,16
KC,CHI,RUSH,-1.0,0,4,23,1.0,10.0,36.0,0,-1,1,1,0,ENDQ,16
GB,MIN,PASS,0.0,0,1,0,1.0,10.0,25.0,0,8,3,1,2,FUM,16
MIN,GB,RUSH,5.0,1,1,0,1.0,10.0,90.0,0,5,4,1,2,FG,16
GB,MIN,PASS,6.0,1,1,-3,1.0,10.0,25.0,1,33,8,2,6,PUNT,16
MIN,GB,PASS,0.0,0,1,3,1.0,10.0,9.0,0,18,6,1,5,PUNT,16
GB,MIN,RUSH,5.0,1,1,-3,1.0,10.0,27.0,1,49,9,4,4,FG,16
MIN,GB,RUSH,2.0,0,2,0,1.0,10.0,74.0,0,26,3,2,1,TD,16
GB,MIN,RUSH,3.0,0,2,-7,1.0,10.0,25.0,0,60,13,6,6,FG,16
MIN,GB,RUSH,4.0,1,2,4,1.0,10.0,25.0,0,5,3,2,1,PUNT,16
GB,MIN,RUSH,1.0,0,2,-4,1.0,10.0,35.0,0,14,2,1,1,FUM,16
MIN,GB,RUSH,4.0,1,2,4,1.0,10.0,52.0,0,6,4,2,2,DWNS,16
GB,MIN,PASS,1.0,0,2,-4,1.0,10.0,42.0,1,1,3,0,3,PUNT,16
MIN,GB,RUSH,7.0,1,2,4,1.0,10.0,10.0,0,5,3,2,1,PUNT,16
GB,MIN,PASS,0.0,0,2,-4,1.0,10.0,45.0,1,54,8,0,7,FG,16
MIN,GB,PASS,7.0,1,3,1,1.0,10.0,25.0,0,7,3,1,2,PUNT,16
GB,MIN,RUSH,4.0,1,3,-1,1.0,10.0,12.0,0,21,7,3,4,PUNT,16
MIN,GB,PASS,0.0,0,3,1,1.0,10.0,23.0,0,31,6,2,4,INT,16
GB,MIN,RUSH,8.0,1,3,-1,1.0,10.0,47.0,0,53,9,5,3,TD,16
MIN,GB,PASS,4.0,1,3,-7,1.0,10.0,25.0,0,20,5,2,3,PUNT,16
GB,MIN,PASS,6.0,1,4,7,1.0,10.0,9.0,0,8,6,2,4,PUNT,16
MIN,GB,PASS,-1.0,0,4,-7,1.0,10.0,33.0,1,-4,3,0,3,PUNT,16
GB,MIN,RUSH,1.0,0,4,7,1.0,10.0,25.0,0,75,3,2,1,TD,16
MIN,GB,PASS,0.0,0,4,-13,1.0,10.0,25.0,1,12,7,0,7,PUNT,16
GB,MIN,RUSH,4.0,1,4,13,1.0,10.0,22.0,0,8,3,3,0,PUNT,16
MIN,GB,PASS,4.0,1,4,-13,1.0,10.0,43.0,1,-5,4,0,4,DWNS,16
GB,MIN,RUSH,-1.0,0,4,13,1.0,10.0,77.0,0,-3,3,3,0,ENDQ,16
ATL,TB,RUSH,-1.0,0,1,0,1.0,10.0,25.0,0,75,7,3,4,TD,17
TB,ATL,RUSH,0.0,0,1,-7,1.0,10.0,27.0,0,0,1,1,0,FUM,17
ATL,TB,RUSH,5.0,1,1,7,1.0,10.0,71.0,0,20,7,3,3,FG,17
TB,ATL,PASS,37.0,1,1,-10,1.0,10.0,25.0,0,44,5,1,3,MFG,17
ATL,TB,PASS,0.0,0,1,10,1.0,10.0,39.0,0,2,3,0,3,PUNT,17
TB,ATL,RUSH,3.0,0,1,-10,1.0,10.0,8.0,0,3,3,1,2,PUNT,17
ATL,TB,RUSH,2.0,0,1,10,1.0,10.0,59.0,0,8,4,2,2,DWNS,17
TB,ATL,PASS,18.0,1,1,-10,1.0,10.0,33.0,0,67,9,3,6,TD,17
ATL,TB,PASS,9.0,1,2,3,1.0,10.0,25.0,1,60,13,4,8,FG,17
TB,ATL,PASS,0.0,0,2,-6,1.0,10.0,25.0,1,0,2,0,2,INT,17
ATL,TB,RUSH,5.0,1,2,6,1.0,10.0,81.0,0,9,5,3,2,FUM,17
ATL,TB,PASS,0.0,0,2,-1,1.0,10.0,25.0,1,48,9,2,6,FG,17
TB,ATL,RUSH,4.0,1,2,-2,1.0,10.0,24.0,1,76,6,1,4,TD,17
ATL,TB,RUSH,-1.0,0,2,-6,1.0,10.0,5.0,0,-1,1,1,0,ENDQ,17
TB,ATL,RUSH,33.0,1,3,6,1.0,10.0,24.0,0,50,6,4,1,MFG,17
ATL,TB,RUSH,3.0,0,3,-6,1.0,10.0,34.0,0,28,7,2,5,PUNT,17
TB,ATL,RUSH,8.0,1,3,6,1.0,10.0,12.0,0,72,8,4,3,MFG,17
ATL,TB,PASS,4.0,1,3,-6,1.0,10.0,24.0,0,57,13,6,7,DWNS,17
TB,ATL,RUSH,5.0,1,4,6,1.0,10.0,20.0,0,-11,3,3,0,PUNT,17
ATL,TB,PASS,11.0,1,4,-6,1.0,10.0,38.0,1,37,9,3,5,FG,17
TB,ATL,RUSH,-1.0,0,4,3,1.0,10.0,25.0,0,16,6,3,3,PUNT,17
ATL,TB,PASS,11.0,1,4,-3,1.0,10.0,20.0,0,65,14,1,12,FG,17
TB,ATL,PASS,0.0,0,5,0,1.0,10.0,25.0,1,0,1,0,1,INT,17
MIN,CHI,RUSH,59.0,1,1,0,1.0,10.0,25.0,0,59,2,2,0,FUM,17
CHI,MIN,PASS,4.0,1,1,0,1.0,10.0,23.0,1,69,12,5,6,FG,17
MIN,CHI,PASS,11.0,1,1,-3,1.0,10.0,25.0,0,12,3,1,2,INT,17
CHI,MIN,PASS,-1.0,0,1,3,1.0,10.0,61.0,1,24,10,2,7,FG,17
MIN,CHI,RUSH,2.0,0,1,-6,1.0,10.0,25.0,0,56,14,8,5,FG,17
CHI,MIN,PASS,18.0,1,2,3,1.0,10.0,25.0,0,17,6,2,4,PUNT,17
MIN,CHI,RUSH,-1.0,0,2,-3,1.0,10.0,1.0,0,-1,1,1,0,SAF,17
CHI,MIN,PASS,10.0,1,2,5,1.0,10.0,33.0,1,51,9,2,6,FG,17
MIN,CHI,RUSH,5.0,1,2,-8,1.0,10.0,25.0,0,55,6,3,2,FG,17
CHI,MIN,RUSH,14.0,1,3,5,1.0,10.0,25.0,0,75,9,8,1,TD,17
MIN,CHI,RUSH,1.0,0,3,-12,1.0,10.0,25.0,0,-1,3,2,1,PUNT,17
CHI,MIN,RUSH,7.0,1,3,12,1.0,10.0,24.0,0,18,10,5,5,DWNS,17
MIN,CHI,PASS,12.0,1,3,-12,1.0,10.0,57.0,0,43,8,4,4,TD,17
CHI,MIN,PASS,0.0,0,4,5,1.0,10.0,25.0,1,9,3,0,3,PUNT,17
MIN,CHI,PASS,9.0,1,4,-5,1.0,10.0,20.0,0,59,9,3,5,FG,17
CHI,MIN,RUSH,4.0,1,4,2,1.0,10.0,25.0,0,-2,5,3,2,FUM,17
MIN,CHI,RUSH,4.0,1,4,-2,1.0,10.0,77.0,0,7,4,2,1,FG,17
CHI,MIN,PASS,6.0,1,4,-1,1.0,10.0,25.0,1,71,15,7,7,FG,17
MIN,CHI,PASS,0.0,0,4,-2,1.0,10.0,29.0,1,0,1,0,1,INT,17
CLE,CIN,RUSH,6.0,1,1,0,1.0,10.0,44.0,0,56,3,2,1,TD,17
CIN,CLE,RUSH,6.0,1,1,-7,1.0,10.0,21.0,1,79,7,3,4,TD,17
CLE,CIN,PASS,-1.0,0,1,0,1.0,10.0,25.0,0,-1,3,0,3,PUNT,17
CIN,CLE,RUSH,4.0,1,1,0,1.0,10.0,15.0,0,25,5,2,3,PUNT,17
CLE,CIN,RUSH,-4.0,0,1,0,1.0,10.0,20.0,1,0,3,2,1,INT,17
CIN,CLE,PASS,0.0,0,1,0,1.0,3.0,97.0,1,3,3,2,1,TD,17
CLE,CIN,RUSH,0.0,0,1,-6,1.0,10.0,25.0,0,3,6,3,3,PUNT,17
CIN,CLE,PASS,0.0,0,1,6,1.0,10.0,34.0,0,66,12,6,6,TD,17
CLE,CIN,RUSH,7.0,1,2,-13,1.0,10.0,14.0,0,62,7,2,4,FG,17
CIN,CLE,RUSH,2.0,0,2,10,1.0,10.0,25.0,0,9,6,4,2,PUNT,17
CLE,CIN,PASS,0.0,0,2,-10,1.0,10.0,19.0,0,81,5,2,3,TD,17
CIN,CLE,PASS,0.0,0,2,4,1.0,10.0,23.0,1,-3,3,1,2,PUNT,17
CLE,CIN,PASS,0.0,0,2,-4,1.0,10.0,29.0,1,5,3,1,2,PUNT,17
CIN,CLE,RUSH,4.0,1,2,4,1.0,10.0,4.0,0,2,2,2,0,ENDQ,17
CIN,CLE,RUSH,5.0,1,3,4,1.0,10.0,25.0,0,46,10,3,6,FG,17
