offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
SEA,CAR,RUSH,5.0,1,4,6,1.0,10.0,25.0,0,22,7,6,1,ENDQ,15
TB,DET,PASS,26.0,1,1,0,1.0,10.0,30.0,0,13,4,1,3,INT,15
DET,TB,RUSH,-3.0,0,1,0,1.0,10.0,56.0,1,-3,3,1,2,PUNT,15
TB,DET,PASS,9.0,1,1,0,1.0,10.0,21.0,0,79,8,4,4,TD,15
DET,TB,RUSH,3.0,0,1,-7,1.0,10.0,25.0,0,12,4,2,2,PUNT,15
TB,DET,PASS,0.0,0,1,7,1.0,10.0,1.0,0,99,5,1,4,TD,15
DET,TB,RUSH,3.0,0,1,-14,1.0,10.0,25.0,0,-3,3,2,1,PUNT,15
TB,DET,RUSH,3.0,0,1,14,1.0,10.0,25.0,0,31,5,2,3,PUNT,15
DET,TB,RUSH,3.0,0,2,-14,1.0,10.0,13.0,0,1,3,2,1,PUNT,15
TB,DET,RUSH,5.0,1,2,14,1.0,10.0,33.0,0,67,9,3,6,TD,15
DET,TB,PASS,3.0,0,2,-21,1.0,10.0,25.0,1,49,11,2,8,FG,15
TB,DET,RUSH,3.0,0,2,18,1.0,10.0,25.0,0,6,6,1,5,PUNT,15
DET,TB,PASS,0.0,0,2,-18,1.0,10.0,36.0,1,5,3,0,3,PUNT,15
TB,DET,RUSH,6.0,1,2,18,1.0,10.0,20.0,1,16,5,2,3,ENDQ,15
DET,TB,PASS,13.0,1,3,-18,1.0,10.0,25.0,0,25,5,1,4,INT,15
TB,DET,PASS,38.0,1,3,18,1.0,10.0,33.0,0,39,5,1,3,FG,15
DET,TB,PASS,0.0,0,3,-21,1.0,10.0,25.0,1,75,11,2,9,TD,15
TB,DET,RUSH,-1.0,0,3,14,1.0,10.0,25.0,0,22,8,2,6,PUNT,15
DET,TB,PASS,7.0,1,3,-14,1.0,10.0,13.0,0,87,7,3,4,TD,15
DET,TB,RUSH,8.0,1,4,-7,1.0,10.0,44.0,0,21,5,2,3,INT,15
TB,DET,RUSH,2.0,0,4,14,1.0,10.0,54.0,0,46,5,3,2,TD,15
DET,TB,PASS,3.0,0,4,-21,1.0,10.0,25.0,1,11,3,0,3,FUM,15
TB,DET,RUSH,-1.0,0,4,21,1.0,10.0,69.0,0,-1,4,4,0,DWNS,15
DET,TB,RUSH,-1.0,0,4,-21,1.0,10.0,32.0,0,-1,1,1,0,ENDQ,15
ARI,CLE,RUSH,16.0,1,1,0,1.0,10.0,10.0,1,90,10,5,5,TD,15
CLE,ARI,PASS,9.0,1,1,-7,1.0,10.0,22.0,1,58,10,3,7,INT,15
ARI,CLE,RUSH,28.0,1,1,7,1.0,10.0,20.0,0,34,4,3,1,PUNT,15
CLE,ARI,PASS,-6.0,0,1,-7,1.0,10.0,15.0,0,2,3,0,3,PUNT,15
ARI,CLE,RUSH,35.0,1,1,7,1.0,10.0,33.0,1,67,6,3,3,TD,15
ARI,CLE,RUSH,14.0,1,2,7,1.0,10.0,24.0,0,16,3,1,2,INT,15
CLE,ARI,RUSH,6.0,1,2,-7,1.0,10.0,72.0,1,2,4,2,1,FG,15
ARI,CLE,RUSH,1.0,0,2,4,1.0,10.0,13.0,1,87,11,7,4,TD,15
CLE,ARI,RUSH,1.0,0,2,-11,1.0,10.0,25.0,0,1,1,1,0,ENDQ,15
CLE,ARI,PASS,-4.0,0,3,-11,1.0,10.0,25.0,0,75,11,7,4,TD,15
ARI,CLE,PASS,7.0,1,3,4,1.0,10.0,24.0,0,14,5,2,3,PUNT,15
CLE,ARI,RUSH,1.0,0,3,-4,1.0,10.0,23.0,1,3,3,1,2,PUNT,15
ARI,CLE,PASS,17.0,1,3,4,1.0,10.0,39.0,1,61,6,3,3,TD,15
CLE,ARI,PASS,17.0,1,3,-11,1.0,10.0,22.0,1,51,10,3,6,MFG,15
ARI,CLE,RUSH,3.0,1,4,11,1.0,10.0,35.0,1,65,8,6,2,TD,15
CLE,ARI,PASS,26.0,0,4,-18,1.0,10.0,25.0,1,26,1,0,1,FUM,15
ARI,CLE,PASS,0.0,0,4,18,1.0,10.0,70.0,0,27,6,3,2,FG,15
CLE,ARI,PASS,9.0,1,4,-21,1.0,10.0,9.0,1,91,19,1,18,TD,15
ARI,CLE,RUSH,2.0,0,4,14,1.0,10.0,55.0,0,0,2,2,0,ENDQ,15
OAK,JAC,RUSH,8.0,1,1,0,1.0,10.0,25.0,0,75,7,4,3,TD,15
JAC,OAK,RUSH,5.0,1,1,-7,1.0,10.0,25.0,0,65,7,4,2,FG,15
OAK,JAC,PASS,13.0,1,1,4,1.0,10.0,25.0,0,60,8,2,5,FG,15
JAC,OAK,PASS,0.0,0,1,-7,1.0,10.0,34.0,1,3,3,1,2,PUNT,15
OAK,JAC,RUSH,9.0,1,1,7,1.0,10.0,15.0,0,29,9,3,6,PUNT,15
JAC,OAK,RUSH,-1.0,0,2,-7,1.0,10.0,16.0,0,-5,3,1,2,PUNT,15
OAK,JAC,RUSH,3.0,0,2,7,1.0,10.0,44.0,0,10,7,5,2,PUNT,15
JAC,OAK,RUSH,2.0,0,2,-7,1.0,10.0,4.0,0,-2,3,2,1,PUNT,15
OAK,JAC,PASS,1.0,0,2,7,1.0,10.0,50.0,0,35,9,4,4,FG,15
JAC,OAK,PASS,11.0,1,2,-10,1.0,10.0,25.0,1,14,4,0,4,PUNT,15
OAK,JAC,RUSH,11.0,1,2,10,1.0,10.0,22.0,1,69,8,1,6,FG,15
JAC,OAK,RUSH,7.0,1,3,-13,1.0,10.0,25.0,0,6,3,2,1,PUNT,15
OAK,JAC,RUSH,0.0,0,3,13,1.0,10.0,3.0,0,48,7,3,4,PUNT,15
JAC,OAK,PASS,1.0,0,3,-13,1.0,10.0,16.0,1,59,14,7,6,FG,15
OAK,JAC,RUSH,5.0,1,3,10,1.0,10.0,25.0,0,10,7,2,5,PUNT,15
JAC,OAK,PASS,11.0,1,4,-10,1.0,10.0,21.0,0,79,11,4,7,TD,15
OAK,JAC,RUSH,9.0,1,4,3,1.0,10.0,30.0,1,43,10,8,1,MFG,15
JAC,OAK,PASS,8.0,1,4,-3,1.0,10.0,35.0,1,65,7,1,6,TD,15
OAK,JAC,PASS,0.0,0,4,-4,1.0,10.0,17.0,1,43,4,0,4,ENDQ,15
ATL,SF,RUSH,1.0,0,1,0,1.0,10.0,25.0,0,16,5,3,2,PUNT,15
SF,ATL,RUSH,2.0,0,1,0,1.0,10.0,20.0,0,-5,3,1,2,PUNT,15
ATL,SF,PASS,11.0,1,1,0,1.0,10.0,41.0,0,7,4,1,3,PUNT,15
SF,ATL,RUSH,4.0,1,1,0,1.0,10.0,12.0,0,88,21,12,9,TD,15
ATL,SF,RUSH,6.0,1,2,-7,1.0,10.0,30.0,0,70,10,4,6,TD,15
SF,ATL,PASS,5.0,1,2,0,1.0,10.0,25.0,1,5,3,0,3,PUNT,15
ATL,SF,PASS,9.0,1,2,0,1.0,10.0,35.0,0,40,9,3,5,FG,15
ATL,SF,RUSH,-1.0,0,2,0,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,15
SF,ATL,PASS,12.0,1,3,0,1.0,10.0,31.0,1,17,4,2,2,PUNT,15
ATL,SF,RUSH,8.0,1,3,0,1.0,10.0,8.0,0,2,5,2,3,PUNT,15
ATL,SF,PASS,5.0,1,3,-3,1.0,10.0,23.0,0,2,3,1,2,PUNT,15
SF,ATL,PASS,21.0,1,3,3,1.0,10.0,27.0,0,39,4,2,2,FUM,15
ATL,SF,PASS,0.0,0,3,-3,1.0,10.0,34.0,0,6,6,2,4,PUNT,15
SF,ATL,RUSH,4.0,1,4,3,1.0,10.0,13.0,0,22,6,2,4,PUNT,15
SF,ATL,RUSH,-1.0,0,4,3,1.0,1.0,99.0,0,1,2,1,1,TD,15
ATL,SF,PASS,9.0,1,4,-9,1.0,10.0,25.0,0,75,9,2,7,TD,15
SF,ATL,PASS,4.0,1,4,2,1.0,10.0,25.0,0,50,8,2,5,FG,15
ATL,SF,PASS,0.0,0,4,-5,1.0,10.0,30.0,1,70,11,1,9,TD,15
LA,DAL,PASS,0.0,0,1,0,1.0,10.0,40.0,0,19,6,2,4,PUNT,15
DAL,LA,PASS,6.0,1,1,0,1.0,10.0,13.0,1,18,5,2,3,PUNT,15
LA,DAL,PASS,9.0,1,1,0,1.0,10.0,22.0,0,23,6,2,4,PUNT,15
DAL,LA,RUSH,7.0,1,1,0,1.0,10.0,10.0,1,90,15,7,8,TD,15
LA,DAL,PASS,8.0,1,1,-7,1.0,10.0,25.0,1,75,9,2,7,TD,15
DAL,LA,RUSH,15.0,1,2,0,1.0,10.0,25.0,1,75,3,2,1,TD,15
LA,DAL,PASS,0.0,0,2,-7,1.0,10.0,25.0,0,5,3,1,2,PUNT,15
DAL,LA,RUSH,4.0,1,2,7,1.0,10.0,3.0,0,97,14,11,3,TD,15
DAL,LA,PASS,0.0,0,2,14,1.0,9.0,91.0,1,9,3,2,1,TD,15
LA,DAL,RUSH,-1.0,0,2,-21,1.0,10.0,23.0,0,-1,1,1,0,ENDQ,15
DAL,LA,PASS,11.0,1,3,21,1.0,10.0,25.0,1,43,8,4,3,FG,15
LA,DAL,RUSH,2.0,0,3,-24,1.0,10.0,25.0,0,-10,3,1,2,PUNT,15
DAL,LA,RUSH,-2.0,0,3,24,1.0,10.0,32.0,0,5,3,2,1,PUNT,15
LA,DAL,PASS,13.0,1,3,-24,1.0,10.0,15.0,0,49,12,2,10,DWNS,15
DAL,LA,RUSH,4.0,1,3,24,1.0,10.0,36.0,0,40,7,3,3,FG,15
LA,DAL,PASS,5.0,1,4,-27,1.0,10.0,25.0,1,-5,3,0,3,PUNT,15
DAL,LA,RUSH,6.0,1,4,27,1.0,10.0,19.0,1,57,10,9,0,FG,15
LA,DAL,PASS,7.0,1,4,-30,1.0,10.0,25.0,1,75,13,1,11,TD,15
DAL,LA,RUSH,2.0,0,4,22,1.0,10.0,54.0,0,46,2,2,0,TD,15
LA,DAL,PASS,0.0,0,4,-29,1.0,10.0,40.0,1,60,12,2,9,TD,15
DAL,LA,RUSH,-1.0,0,4,23,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,15
MIN,LAC,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,75,10,4,6,TD,15
LAC,MIN,RUSH,0.0,0,1,-6,1.0,10.0,15.0,0,62,10,2,7,FG,15
MIN,LAC,RUSH,0.0,0,1,3,1.0,10.0,26.0,0,23,6,3,3,PUNT,15
LAC,MIN,RUSH,7.0,1,1,-3,1.0,10.0,4.0,0,7,2,2,0,FUM,15
MIN,LAC,RUSH,3.0,0,1,3,1.0,10.0,89.0,0,4,4,2,1,FG,15
LAC,MIN,RUSH,2.0,0,2,-6,1.0,10.0,25.0,0,75,10,3,7,TD,15
LAC,MIN,RUSH,11.0,1,2,-2,1.0,10.0,25.0,0,4,4,1,3,INT,15
MIN,LAC,PASS,7.0,1,2,2,1.0,10.0,51.0,1,20,4,1,3,INT,15
LAC,MIN,RUSH,1.0,0,2,-2,1.0,10.0,43.0,1,19,6,1,5,FUM,15
LAC,MIN,RUSH,12.0,1,2,-9,1.0,10.0,25.0,0,12,1,1,0,ENDQ,15
LAC,MIN,PASS,5.0,0,3,-9,1.0,10.0,25.0,1,5,1,0,1,FUM,15
MIN,LAC,RUSH,7.0,1,3,9,1.0,10.0,74.0,0,6,4,2,1,FG,15
LAC,MIN,RUSH,5.0,1,3,-12,1.0,10.0,25.0,0,3,3,2,1,PUNT,15
MIN,LAC,RUSH,3.0,0,3,12,1.0,10.0,59.0,0,32,7,4,2,FG,15
LAC,MIN,PASS,7.0,1,3,-15,1.0,10.0,23.0,1,62,13,5,8,DWNS,15
MIN,LAC,PASS,22.0,1,4,15,1.0,10.0,15.0,0,85,7,5,2,TD,15
LAC,MIN,PASS,5.0,0,4,-22,1.0,10.0,25.0,1,5,1,0,1,FUM,15
MIN,LAC,RUSH,3.0,1,4,22,1.0,10.0,90.0,0,10,3,3,0,TD,15
LAC,MIN,PASS,8.0,1,4,-29,1.0,10.0,30.0,1,24,4,1,3,INT,15
MIN,LAC,RUSH,5.0,1,4,29,1.0,10.0,20.0,0,19,8,8,0,PUNT,15
LAC,MIN,RUSH,5.0,1,4,-29,1.0,10.0,5.0,1,52,7,1,6,INT,15
MIN,LAC,RUSH,-1.0,0,4,29,1.0,10.0,14.0,0,-3,3,3,0,ENDQ,15
IND,NO,PASS,0.0,0,1,0,1.0,10.0,16.0,1,33,7,4,3,PUNT,15
NO,IND,RUSH,4.0,1,1,0,1.0,10.0,67.0,0,18,6,2,3,FG,15
IND,NO,PASS,22.0,1,1,-3,1.0,10.0,25.0,1,36,7,3,4,PUNT,15
NO,IND,RUSH,2.0,0,1,3,1.0,10.0,10.0,0,90,12,5,7,TD,15
IND,NO,PASS,0.0,0,2,-10,1.0,10.0,25.0,1,0,3,0,3,PUNT,15
NO,IND,RUSH,4.0,1,2,10,1.0,10.0,15.0,0,85,10,6,4,TD,15
IND,NO,RUSH,0.0,0,2,-17,1.0,10.0,25.0,0,17,8,3,5,PUNT,15
NO,IND,RUSH,7.0,1,2,17,1.0,10.0,12.0,1,80,10,2,7,FG,15
NO,IND,RUSH,4.0,1,3,20,1.0,10.0,25.0,0,75,12,5,7,TD,15
IND,NO,PASS,4.0,1,3,-27,1.0,10.0,25.0,1,26,9,3,6,DWNS,15
NO,IND,RUSH,15.0,1,3,27,1.0,10.0,49.0,0,51,3,2,1,TD,15
IND,NO,PASS,1.0,0,3,-34,1.0,10.0,25.0,1,9,3,1,2,PUNT,15
NO,IND,RUSH,3.0,1,4,34,1.0,10.0,38.0,0,0,3,2,1,PUNT,15
IND,NO,PASS,24.0,1,4,-34,1.0,10.0,15.0,0,21,4,1,3,PUNT,15
NO,IND,RUSH,4.0,1,4,34,1.0,10.0,32.0,0,8,3,3,0,PUNT,15
NO,IND,RUSH,3.0,1,4,27,1.0,10.0,25.0,0,17,6,6,0,ENDQ,15
CLE,BAL,PASS,9.0,1,1,0,1.0,10.0,25.0,1,23,6,2,4,PUNT,16
BAL,CLE,RUSH,27.0,1,1,0,1.0,10.0,14.0,1,45,7,3,4,DWNS,16
CLE,BAL,PASS,22.0,1,1,0,1.0,10.0,41.0,1,12,4,2,2,PUNT,16
BAL,CLE,RUSH,11.0,1,1,0,1.0,10.0,11.0,1,34,7,5,2,FUM,16
CLE,BAL,PASS,6.0,1,1,0,1.0,10.0,55.0,1,45,9,3,6,TD,16
BAL,CLE,RUSH,9.0,1,2,-6,1.0,10.0,9.0,1,21,5,3,2,PUNT,16
CLE,BAL,RUSH,1.0,0,2,6,1.0,10.0,21.0,0,-2,3,2,1,PUNT,16
BAL,CLE,PASS,16.0,1,2,-6,1.0,10.0,35.0,1,20,4,1,3,PUNT,16
CLE,BAL,PASS,0.0,0,2,6,1.0,10.0,3.0,0,17,6,3,3,PUNT,16
BAL,CLE,PASS,24.0,1,2,-6,1.0,10.0,37.0,1,63,2,0,2,TD,16
CLE,BAL,PASS,0.0,0,2,-1,1.0,10.0,25.0,1,0,3,0,3,PUNT,16
BAL,CLE,PASS,24.0,1,2,1,1.0,10.0,25.0,1,75,7,0,7,TD,16
CLE,BAL,RUSH,-1.0,0,2,-8,1.0,10.0,24.0,0,-1,1,1,0,ENDQ,16
BAL,CLE,PASS,0.0,0,3,8,1.0,10.0,31.0,1,69,13,8,5,TD,16
CLE,BAL,RUSH,7.0,1,3,-15,1.0,10.0,25.0,0,46,10,4,5,FG,16
BAL,CLE,RUSH,5.0,1,3,12,1.0,10.0,25.0,1,62,12,5,6,FG,16
CLE,BAL,PASS,0.0,0,4,-15,1.0,10.0,25.0,1,75,10,3,6,TD,16
BAL,CLE,RUSH,7.0,1,4,9,1.0,10.0,16.0,1,84,8,8,0,TD,16
CLE,BAL,PASS,5.0,1,4,-16,1.0,10.0,21.0,1,17,3,0,3,INT,16
BAL,CLE,RUSH,7.0,1,4,16,1.0,10.0,20.0,1,20,7,7,0,ENDQ,16
NE,BUF,RUSH,3.0,0,1,0,1.0,10.0,21.0,1,32,4,2,2,FUM,16
BUF,NE,RUSH,6.0,1,1,0,1.0,10.0,69.0,0,14,7,5,1,FG,16
NE,BUF,PASS,6.0,1,1,-3,1.0,10.0,25.0,0,75,11,6,5,TD,16
BUF,NE,RUSH,7.0,1,1,-4,1.0,10.0,25.0,0,28,6,2,4,PUNT,16
NE,BUF,RUSH,1.0,0,2,4,1.0,10.0,1.0,0,81,17,8,8,FG,16
BUF,NE,RUSH,1.0,0,2,-7,1.0,10.0,25.0,0,4,3,1,2,PUNT,16
NE,BUF,RUSH,5.0,1,2,7,1.0,10.0,14.0,1,23,5,1,4,PUNT,16
BUF,NE,PASS,0.0,0,2,-7,1.0,10.0,23.0,1,-1,3,1,2,PUNT,16
NE,BUF,PASS,5.0,1,2,7,1.0,10.0,50.0,1,9,4,1,3,DWNS,16
BUF,NE,PASS,0.0,0,2,-7,1.0,10.0,41.0,1,59,6,1,5,TD,16
BUF,NE,PASS,28.0,1,3,0,1.0,10.0,20.0,1,26,4,1,3,PUNT,16
NE,BUF,RUSH,7.0,1,3,0,1.0,10.0,23.0,0,44,7,3,3,FG,16
BUF,NE,RUSH,1.0,0,3,-3,1.0,10.0,36.0,0,64,5,3,2,TD,16
NE,BUF,PASS,4.0,1,3,-4,1.0,10.0,35.0,1,2,3,0,3,PUNT,16
BUF,NE,RUSH,4.0,1,3,4,1.0,10.0,27.0,1,9,3,3,0,PUNT,16
NE,BUF,RUSH,25.0,1,3,-4,1.0,10.0,21.0,0,77,11,6,4,FG,16
BUF,NE,RUSH,1.0,0,4,1,1.0,10.0,25.0,1,-5,3,1,2,PUNT,16
NE,BUF,PASS,30.0,1,4,-1,1.0,10.0,41.0,0,59,8,6,1,TD,16
BUF,NE,RUSH,0.0,0,4,-7,1.0,10.0,25.0,1,60,14,5,9,DWNS,16
NE,BUF,RUSH,-1.0,0,4,7,1.0,10.0,15.0,0,-2,2,2,0,ENDQ,16
CAR,IND,PASS,0.0,0,1,0,1.0,10.0,25.0,1,1,3,0,3,PUNT,16
IND,CAR,RUSH,3.0,0,1,0,1.0,10.0,64.0,1,36,8,5,3,TD,16
CAR,IND,RUSH,2.0,0,1,-7,1.0,10.0,25.0,0,3,3,2,1,PUNT,16
CAR,IND,RUSH,2.0,0,1,-14,1.0,10.0,25.0,0,61,12,4,8,DWNS,16
IND,CAR,PASS,0.0,0,1,14,1.0,10.0,14.0,1,11,6,0,6,PUNT,16
CAR,IND,RUSH,1.0,0,1,-14,1.0,10.0,30.0,1,61,12,4,7,FG,16
IND,CAR,RUSH,6.0,1,2,11,1.0,10.0,25.0,1,75,9,6,3,TD,16
CAR,IND,PASS,10.0,1,2,-18,1.0,10.0,25.0,0,2,4,0,4,INT,16
IND,CAR,PASS,0.0,0,2,18,1.0,10.0,35.0,0,61,9,6,3,DWNS,16
CAR,IND,RUSH,4.0,1,2,-18,1.0,10.0,4.0,1,4,1,1,0,ENDQ,16
IND,CAR,PASS,19.0,1,3,18,1.0,10.0,25.0,0,58,10,2,7,FG,16
CAR,IND,RUSH,1.0,0,3,-21,1.0,10.0,25.0,1,43,12,6,5,FG,16
IND,CAR,PASS,0.0,0,3,18,1.0,10.0,25.0,1,2,3,0,3,PUNT,16
CAR,IND,PASS,2.0,0,3,-18,1.0,10.0,30.0,1,58,15,2,13,DWNS,16
IND,CAR,RUSH,3.0,1,4,18,1.0,10.0,12.0,1,48,7,3,4,PUNT,16
CAR,IND,PASS,13.0,1,4,-18,1.0,10.0,4.0,1,14,4,0,4,PUNT,16
CAR,IND,PASS,8.0,1,4,-25,1.0,10.0,25.0,1,8,2,0,2,INT,16
IND,CAR,RUSH,13.0,1,4,25,1.0,10.0,24.0,0,76,8,7,1,TD,16
CAR,IND,RUSH,5.0,1,4,-32,1.0,10.0,25.0,1,26,5,2,3,INT,16
IND,CAR,RUSH,0.0,0,4,32,1.0,10.0,7.0,0,-2,3,3,0,ENDQ,16
MIA,CIN,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,78,12,4,8,TD,16
CIN,MIA,RUSH,2.0,0,1,-7,1.0,10.0,25.0,1,1,3,1,2,PUNT,16
MIA,CIN,PASS,-2.0,0,1,7,1.0,10.0,25.0,1,75,7,0,7,TD,16
CIN,MIA,RUSH,1.0,0,1,-14,1.0,10.0,24.0,0,2,3,2,1,PUNT,16
MIA,CIN,PASS,0.0,0,1,14,1.0,10.0,15.0,0,7,3,0,3,PUNT,16
CIN,MIA,PASS,0.0,0,1,-14,1.0,10.0,20.0,0,78,12,7,4,FG,16
MIA,CIN,RUSH,5.0,1,2,11,1.0,10.0,25.0,0,6,3,2,1,PUNT,16
CIN,MIA,RUSH,5.0,1,2,-11,1.0,10.0,36.0,0,7,3,2,1,PUNT,16
MIA,CIN,RUSH,0.0,0,2,11,1.0,10.0,6.0,0,0,3,1,2,PUNT,16
CIN,MIA,PASS,5.0,1,2,-11,1.0,10.0,34.0,0,5,3,1,2,PUNT,16
MIA,CIN,PASS,0.0,0,2,11,1.0,10.0,13.0,0,87,6,1,5,TD,16
CIN,MIA,PASS,0.0,0,2,-18,1.0,10.0,25.0,1,-2,3,0,3,PUNT,16
MIA,CIN,RUSH,2.0,0,2,18,1.0,10.0,33.0,0,24,5,1,4,PUNT,16
CIN,MIA,PASS,14.0,1,2,-18,1.0,10.0,15.0,1,46,8,0,7,FG,16
MIA,CIN,RUSH,-1.0,0,2,15,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,16
CIN,MIA,PASS,10.0,1,3,-15,1.0,10.0,25.0,0,13,4,2,2,PUNT,16
MIA,CIN,PASS,22.0,1,3,15,1.0,10.0,17.0,0,83,9,3,6,TD,16
MIA,CIN,RUSH,6.0,1,3,16,1.0,10.0,22.0,1,14,5,3,2,INT,16
CIN,MIA,PASS,17.0,1,3,-16,1.0,10.0,40.0,1,5,4,1,3,FUM,16
MIA,CIN,PASS,0.0,0,3,16,1.0,10.0,55.0,0,45,9,6,3,TD,16
CIN,MIA,PASS,17.0,1,4,-23,1.0,10.0,28.0,1,72,10,3,7,TD,16
MIA,CIN,RUSH,0.0,0,4,16,1.0,10.0,14.0,0,57,10,7,2,MFG,16
CIN,MIA,PASS,11.0,1,4,-16,1.0,10.0,37.0,1,63,15,0,14,TD,16
CIN,MIA,PASS,0.0,0,4,-8,1.0,10.0,46.0,0,54,5,0,4,TD,16
MIA,CIN,PASS,13.0,1,5,0,1.0,10.0,25.0,0,21,4,1,3,PUNT,16
CIN,MIA,RUSH,3.0,0,5,0,1.0,10.0,5.0,1,9,3,2,1,PUNT,16
MIA,CIN,PASS,0.0,0,5,0,1.0,10.0,40.0,1,-10,3,0,3,PUNT,16
MIA,CIN,PASS,0.0,0,5,0,1.0,10.0,30.0,0,51,10,4,5,FG,16
DET,DEN,PASS,12.0,1,1,0,1.0,10.0,25.0,1,68,11,4,6,FG,16
DEN,DET,PASS,0.0,0,1,-3,1.0,10.0,25.0,0,3,3,0,3,PUNT,16
DET,DEN,PASS,-9.0,0,1,3,1.0,10.0,27.0,0,0,3,0,3,PUNT,16
DEN,DET,RUSH,1.0,0,1,-3,1.0,10.0,23.0,0,28,6,3,3,PUNT,16
DET,DEN,RUSH,4.0,1,1,3,1.0,10.0,12.0,0,31,7,5,2,PUNT,16
DEN,DET,RUSH,6.0,1,2,-10,1.0,10.0,25.0,0,75,9,5,4,TD,16
DET,DEN,PASS,0.0,0,2,3,1.0,10.0,25.0,0,1,3,1,2,PUNT,16
DEN,DET,RUSH,4.0,1,2,-3,1.0,10.0,27.0,1,57,11,6,4,FG,16
DET,DEN,PASS,-3.0,0,2,0,1.0,10.0,25.0,1,-3,1,0,1,ENDQ,16
DEN,DET,RUSH,2.0,0,3,0,1.0,10.0,47.0,0,45,11,4,6,FG,16
DET,DEN,RUSH,8.0,1,3,-3,1.0,10.0,25.0,0,75,11,8,3,TD,16
DEN,DET,RUSH,2.0,0,3,-4,1.0,10.0,25.0,0,75,11,5,6,TD,16
DET,DEN,RUSH,5.0,1,4,-3,1.0,10.0,25.0,0,14,5,2,3,PUNT,16
DEN,DET,PASS,2.0,0,4,3,1.0,10.0,39.0,1,61,7,2,5,TD,16
DEN,DET,RUSH,5.0,1,4,10,1.0,10.0,18.0,0,9,3,2,1,PUNT,16
DET,DEN,PASS,3.0,0,4,-10,1.0,10.0,16.0,1,11,6,1,5,DWNS,16
DEN,DET,RUSH,7.0,1,4,10,1.0,10.0,73.0,0,8,5,5,0,ENDQ,16
TB,HOU,RUSH,0.0,0,1,0,1.0,10.0,17.0,0,0,2,1,1,INT,16
TB,HOU,PASS,0.0,0,1,-7,1.0,10.0,12.0,0,4,3,1,2,INT,16
HOU,TB,RUSH,2.0,0,1,7,1.0,10.0,76.0,0,10,6,2,3,FG,16
TB,HOU,RUSH,49.0,1,1,-10,1.0,10.0,15.0,0,49,6,4,1,BLFG,16
HOU,TB,RUSH,0.0,0,1,10,1.0,10.0,49.0,1,15,5,2,3,PUNT,16
TB,HOU,RUSH,4.0,1,1,-10,1.0,10.0,10.0,0,58,9,2,6,FG,16
HOU,TB,RUSH,2.0,0,1,7,1.0,10.0,25.0,1,13,4,3,1,FUM,16
TB,HOU,PASS,0.0,0,2,-7,1.0,10.0,69.0,0,0,1,0,1,INT,16
HOU,TB,RUSH,-2.0,0,2,7,1.0,10.0,14.0,0,2,3,1,2,PUNT,16
TB,HOU,RUSH,7.0,0,2,-7,1.0,10.0,30.0,0,7,1,1,0,FUM,16
HOU,TB,PASS,17.0,1,2,7,1.0,10.0,58.0,0,42,7,4,3,TD,16
TB,HOU,PASS,18.0,1,2,-14,1.0,10.0,25.0,1,23,4,2,2,PUNT,16
HOU,TB,RUSH,2.0,0,2,14,1.0,10.0,20.0,1,9,3,1,2,PUNT,16
TB,HOU,PASS,15.0,1,2,-14,1.0,10.0,19.0,1,81,9,1,8,TD,16
HOU,TB,RUSH,6.0,1,2,7,1.0,10.0,25.0,1,3,4,1,3,INT,16
TB,HOU,PASS,0.0,0,2,-7,1.0,10.0,61.0,1,39,5,0,5,TD,16
HOU,TB,RUSH,-1.0,0,2,0,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,16
HOU,TB,PASS,12.0,1,3,0,1.0,10.0,25.0,0,68,14,4,9,FG,16
TB,HOU,RUSH,2.0,0,3,-3,1.0,10.0,20.0,0,57,16,6,9,FG,16
TB,HOU,PASS,16.0,1,4,0,1.0,10.0,32.0,0,17,4,1,3,PUNT,16
HOU,TB,RUSH,4.0,1,4,0,1.0,10.0,12.0,0,69,10,3,6,FG,16
TB,HOU,RUSH,3.0,0,4,-3,1.0,10.0,17.0,1,43,8,2,6,DWNS,16
HOU,TB,PASS,-7.0,0,4,3,1.0,10.0,40.0,0,9,3,0,3,PUNT,16
TB,HOU,PASS,0.0,0,4,-3,1.0,10.0,10.0,0,28,5,0,5,INT,16
HOU,TB,RUSH,-2.0,0,4,3,1.0,10.0,63.0,1,-1,3,3,0,PUNT,16
TB,HOU,PASS,9.0,1,4,-3,1.0,10.0,4.0,1,9,2,0,2,ENDQ,16
ATL,JAC,RUSH,4.0,1,1,0,1.0,10.0,18.0,0,82,6,2,4,TD,16
ATL,JAC,PASS,13.0,1,1,7,1.0,10.0,75.0,0,25,4,1,3,TD,16
JAC,ATL,RUSH,6.0,1,1,-14,1.0,10.0,25.0,0,17,5,3,2,PUNT,16
ATL,JAC,PASS,6.0,1,1,14,1.0,10.0,9.0,0,67,11,4,6,MFG,16
JAC,ATL,RUSH,2.0,0,1,-14,1.0,10.0,32.0,0,2,3,1,2,PUNT,16
